"id_veicolo" "id_percorso" "id_palina" "aria.x" "moby.x" "meb.x" "banda.x" "pedana.x" "linea.x" "statotraffico.x" "tempo_attesa.y" "distanza_fermate.y" "a_capolinea.y" "tempo_attesa_secondi.y" "statotraffico.y" "traveltime" "ora" "giorno" "giornosettimana" "direction" "weather" "prevision_w"
"37171" "5463" "53431" "72778" 0 0 0 "0" 0 "88" "4" 8 9 0 498 "4" 305 "19" "20" "6" 0 "0" "0"
"37181" "5467" "54768" "73587" 0 0 0 "0" 0 "63" "3" 24 17 0 1421 "3" 1741 "8" "21" "0" 0 "0" "1"
"37222" "5467" "55244" "70162" 0 0 0 "1" 0 "916" "3" 3 2 0 187 "3" 173 "18" "20" "6" 1 "0" "0"
"37274" "5467" "55244" "70162" 0 0 0 "1" 0 "916" "4" 32 11 1 1922 "3" 1846 "20" "20" "6" 1 "0" "0"
"37291" "5467" "55244" "70985" 0 0 0 "1" 0 "916" "3" 13 9 0 791 "3" 847 "18" "20" "6" 1 "0" "0"
"37331" "5467" "55244" "70985" 0 0 0 "2" 0 "916" "4" 35 16 1 2118 "3" 2129 "20" "20" "6" 1 "0" "0"
"37363" "5469" "55244" "70162" 0 0 0 "1" 0 "916" "3" 11 7 0 645 "3" 640 "19" "20" "6" 1 "0" "0"
"37381" "5469" "55244" "70162" 0 0 0 "0" 0 "916" "4" 17 11 1 1028 "2" 973 "21" "20" "6" 1 "0" "0"
"37411" "5469" "55244" "70985" 0 0 0 "0" 0 "916" "4" 27 16 1 1600 "3" 1562 "21" "20" "6" 1 "0" "0"
"37451" "5476" "53431" "72778" 0 0 0 "0" 0 "88" "3" 8 5 0 455 "3" 512 "8" "21" "0" 0 "0" "1"
"37461" "5484" "55485" "20265" 0 0 0 "0" 0 "628" "3" 4 4 0 255 "4" 134 "19" "20" "6" 0 "0" "0"
"37471" "5499" "53424" "72778" 0 0 0 "0" 0 "92" "4" 26 6 1 1589 "1" 1063 "21" "20" "6" 0 "0" "0"
"3754" "5499" "53424" "72778" 0 0 0 "0" 0 "92" "4" 23 6 1 1369 "4" 1391 "20" "20" "6" 0 "0" "0"
"37571" "5499" "53424" "72778" 0 0 0 "0" 0 "92" "4" 7 6 1 427 "4" 831 "22" "20" "6" 0 "0" "0"
"37601" "5499" "53424" "73587" 0 0 0 "0" 0 "92" "4" 7 8 0 432 "4" 289 "20" "20" "6" 0 "0" "0"
"37702" "5499" "53424" "73587" 0 0 0 "0" 0 "92" "4" 18 13 1 1085 "4" 1361 "22" "20" "6" 0 "0" "0"
"37731" "5499" "53424" "75617" 0 0 0 "0" 0 "92" "4" 12 15 0 713 "4" 715 "21" "20" "6" 1 "0" "0"
"37762" "5499" "53424" "75617" 0 0 0 "1" 0 "92" "3" 22 22 0 1344 "4" 1369 "20" "20" "6" 1 "0" "0"
"37821" "5499" "53424" "75617" 0 0 0 "0" 0 "92" "4" 3 5 0 204 "4" 166 "23" "20" "6" 1 "0" "0"
"37932" "5499" "53424" "80785" 0 0 0 "0" 0 "92" "3" 7 4 0 432 "3" 504 "18" "20" "6" 1 "0" "0"
"37972" "5499" "53424" "80785" 0 0 0 "0" 0 "92" "4" 10 11 0 572 "4" 460 "23" "20" "6" 1 "0" "0"
"38071" "5499" "53424" "80785" 0 0 0 "0" 0 "92" "3" 18 15 0 1080 "4" 1444 "20" "20" "6" 1 "0" "0"
"38122" "5499" "53424" "80785" 0 0 0 "0" 0 "92" "4" 31 28 0 1863 "4" 1378 "21" "20" "6" 1 "0" "0"
"38181" "5499" "54594" "81938" 0 0 0 "0" 0 "92" "4" 29 25 0 1713 "3" 1876 "19" "20" "6" 0 "0" "0"
"38233" "5499" "54594" "81938" 0 0 0 "0" 0 "92" "4" 24 30 0 1463 "4" 1616 "23" "20" "6" 0 "0" "0"
"38273" "5499" "54594" "81938" 0 0 0 "0" 0 "92" "4" 5 8 0 285 "4" 329 "21" "20" "6" 0 "0" "0"
"38371" "5499" "54594" "81938" 0 0 0 "0" 0 "92" "4" 24 30 0 1463 "4" 1688 "22" "20" "6" 0 "0" "0"
"3840" "5500" "55471" "20265" 0 0 0 "0" 0 "301" "4" 27 34 1 1639 "4" 1619 "6" "21" "0" 0 "0" "1"
"38411" "5500" "55471" "70256" 0 0 0 "0" 0 "301" "4" 30 37 1 1790 "4" 1716 "6" "21" "0" 1 "0" "1"
"38441" "5905" "1978" "20265" 0 0 0 "0" 0 "280" "4" 15 9 1 872 "3" 866 "6" "21" "0" 0 "0" "1"
"38452" "5905" "1978" "20265" 0 0 0 "1" 0 "280" "3" 12 9 1 724 "4" 994 "8" "21" "0" 0 "0" "1"
"38471" "5905" "1978" "70256" 0 0 0 "0" 0 "280" "3" 16 12 1 952 "4" 1216 "8" "21" "0" 1 "0" "1"
"38522" "5905" "1978" "70256" 0 0 0 "0" 0 "280" "4" 18 12 1 1060 "3" 1126 "6" "21" "0" 1 "0" "1"
"38532" "5905" "1978" "70788" 0 0 0 "0" 0 "280" "4" 27 31 1 1639 "4" 2143 "6" "21" "0" 0 "0" "1"
"38563" "5905" "1978" "80713" 0 0 0 "0" 0 "280" "4" 20 19 1 1217 "4" 1535 "6" "21" "0" 1 "0" "1"
"38581" "5905" "53175" "78055" 0 0 0 "0" 0 "280" "4" 36 34 1 2158 "4" 3092 "7" "21" "0" 0 "0" "1"
"38623" "5907" "53550" "75617" 0 0 0 "0" 0 "38" "4" 10 12 0 591 "4" 504 "5" "21" "0" 1 "0" "1"
"3864" "5907" "53550" "75617" 0 0 0 "0" 0 "38" "4" 27 29 0 1638 "4" 1880 "7" "21" "0" 1 "0" "1"
"38683" "5907" "53550" "80785" 0 0 0 "0" 0 "38" "4" 15 18 0 920 "4" 953 "5" "21" "0" 1 "0" "1"
"38722" "5907" "53550" "80785" 0 0 0 "0" 0 "38" "3" 24 25 0 1419 "4" 1915 "7" "21" "0" 1 "0" "1"
"38731" "5914" "53424" "73587" 0 0 0 "0" 0 "92" "3" 19 13 1 1120 "4" 1414 "7" "21" "0" 0 "0" "1"
"38742" "5914" "53424" "75617" 0 0 0 "1" 0 "92" "3" 13 10 0 756 "3" 859 "8" "21" "0" 1 "0" "1"
"38761" "5914" "53424" "80785" 0 0 0 "0" 0 "92" "3" 11 9 0 677 "3" 829 "8" "21" "0" 1 "0" "1"
"38792" "5916" "55485" "20265" 0 0 0 "1" 0 "628" "4" 6 8 0 367 "4" 290 "21" "20" "6" 0 "0" "0"
"38801" "5916" "55485" "20265" 0 0 0 "0" 0 "628" "4" 4 5 0 226 "4" 180 "23" "20" "6" 0 "0" "0"
"3882" "5920" "55471" "20265" 0 0 0 "0" 0 "301" "4" 7 10 0 414 "4" 390 "5" "21" "0" 0 "0" "1"
"38861" "5920" "55471" "70256" 0 0 0 "1" 0 "301" "4" 20 24 0 1216 "4" 1065 "7" "21" "0" 1 "0" "1"
"38881" "5920" "55471" "70256" 0 0 0 "0" 0 "301" "4" 10 16 0 613 "4" 687 "5" "21" "0" 1 "0" "1"
"38921" "5921" "12263" "80713" 0 0 0 "0" 0 "23" "4" 14 9 1 838 "3" 1278 "7" "21" "0" 1 "0" "1"
"38931" "5921" "12263" "80713" 0 0 0 "1" 0 "23" "4" 12 9 1 739 "4" 1042 "5" "21" "0" 1 "0" "1"
"38962" "5929" "55797" "70256" 0 0 0 "0" 0 "30" "3" 5 2 0 293 "3" 133 "5" "21" "0" 1 "0" "1"
"38971" "5929" "55797" "70256" 0 0 0 "0" 0 "30" "4" 9 2 1 522 "4" 663 "7" "21" "0" 1 "0" "1"
"39022" "5929" "55797" "70788" 0 0 0 "2" 0 "30" "4" 11 9 0 665 "4" 785 "5" "21" "0" 0 "0" "1"
"39032" "5929" "55797" "70788" 0 0 0 "0" 0 "30" "4" 27 12 1 1617 "4" 2094 "7" "21" "0" 0 "0" "1"
"39051" "5935" "1978" "20265" 0 0 0 "0" 0 "280" "4" 14 9 1 822 "3" 963 "18" "20" "6" 0 "0" "0"
"39061" "5935" "1978" "70256" 0 0 0 "0" 0 "280" "3" 4 4 0 266 "4" 300 "18" "20" "6" 1 "0" "0"
"39081" "5935" "1978" "70788" 0 0 0 "0" 0 "280" "3" 11 8 0 659 "3" 638 "17" "20" "6" 0 "0" "0"
"39182" "5935" "1978" "70788" 0 0 0 "0" 0 "280" "4" 10 8 0 594 "3" 531 "19" "20" "6" 0 "0" "0"
"39191" "5935" "1978" "80713" 0 0 0 "0" 0 "280" "3" 34 19 1 2063 "3" 2271 "18" "20" "6" 1 "0" "0"
"39203" "5935" "53175" "78055" 0 0 0 "0" 0 "280" "4" 5 3 0 296 "3" 295 "18" "20" "6" 0 "0" "0"
"3925" "5937" "55588" "70788" 0 0 0 "0" 0 "83" "3" 32 19 0 1890 "3" 1906 "19" "20" "6" 0 "0" "0"
"3927" "5937" "55588" "70788" 0 0 0 "0" 0 "83" "4" 37 30 0 2243 "4" 2313 "21" "20" "6" 0 "0" "0"
"39301" "5940" "55588" "70788" 0 0 0 "0" 0 "83" "4" 13 12 0 789 "4" 1043 "7" "21" "0" 0 "0" "1"
"39342" "5942" "53550" "75617" 0 0 0 "0" 0 "38" "3" 7 6 0 394 "3" 377 "17" "20" "6" 1 "0" "0"
"39391" "5942" "53550" "80785" 0 0 0 "0" 0 "38" "3" 8 6 0 481 "3" 264 "19" "20" "6" 1 "0" "0"
"39402" "5942" "53550" "80785" 0 0 0 "0" 0 "38" "3" 14 10 0 830 "4" 867 "17" "20" "6" 1 "0" "0"
"39441" "5942" "55444" "75617" 0 0 0 "0" 0 "223" "4" 35 37 1 2095 "4" 2328 "21" "20" "6" 1 "0" "0"
"39461" "5943" "55797" "70788" 0 0 0 "0" 0 "30" "3" 13 6 0 751 "3" 858 "17" "20" "6" 0 "0" "0"
"39523" "5943" "55797" "70788" 0 0 0 "0" 0 "30" "4" 9 3 0 535 "3" 548 "20" "20" "6" 0 "0" "0"
"39593" "5945" "1978" "20265" 0 0 0 "0" 0 "280" "4" 3 3 0 159 "4" 113 "21" "20" "6" 0 "0" "0"
"39602" "5945" "1978" "20265" 0 0 0 "0" 0 "280" "4" 5 5 0 289 "4" 246 "19" "20" "6" 0 "0" "0"
"39704" "5945" "1978" "20265" 0 0 0 "0" 0 "280" "3" 14 9 1 811 "4" 1300 "17" "20" "6" 0 "0" "0"
"3973" "5945" "1978" "20265" 0 0 0 "0" 0 "280" "4" 23 9 1 1362 "4" 1133 "22" "20" "6" 0 "0" "0"
"39802" "5945" "1978" "70256" 0 0 0 "0" 0 "280" "3" 18 12 1 1087 "4" 1529 "17" "20" "6" 1 "0" "0"
"39861" "5945" "1978" "70256" 0 0 0 "0" 0 "280" "4" 6 7 0 340 "4" 339 "21" "20" "6" 1 "0" "0"
"39891" "5945" "1978" "70256" 0 0 0 "0" 0 "280" "3" 15 12 0 872 "4" 795 "19" "20" "6" 1 "0" "0"
"3997" "5945" "1978" "70256" 0 0 0 "0" 0 "280" "4" 32 12 1 1927 "4" 1624 "22" "20" "6" 1 "0" "0"
"3999" "5945" "1978" "70788" 0 0 0 "0" 0 "280" "4" 8 9 0 509 "4" 538 "23" "20" "6" 0 "0" "0"
"40161" "5945" "1978" "70788" 0 0 0 "0" 0 "280" "3" 39 26 0 2325 "3" 2503 "17" "20" "6" 0 "0" "0"
"40131" "5945" "1978" "70788" 0 0 0 "0" 0 "280" "4" 24 26 0 1469 "4" 1854 "21" "20" "6" 0 "0" "0"
"4027" "5945" "1978" "70788" 0 0 0 "0" 0 "280" "4" 32 23 0 1934 "4" 2005 "19" "20" "6" 0 "0" "0"
"4029" "5945" "1978" "80713" 0 0 0 "1" 0 "280" "3" 29 19 1 1752 "4" 2311 "17" "20" "6" 1 "0" "0"
"40361" "5945" "1978" "80713" 0 0 0 "2" 0 "280" "4" 29 19 1 1738 "4" 1882 "22" "20" "6" 1 "0" "0"
"40442" "5945" "1978" "80713" 0 0 0 "0" 0 "280" "3" 24 19 0 1463 "4" 1689 "19" "20" "6" 1 "0" "0"
"4046" "5945" "1978" "80713" 0 0 0 "0" 0 "280" "4" 8 10 0 485 "4" 720 "21" "20" "6" 1 "0" "0"
"40561" "5945" "53175" "78055" 0 0 0 "0" 0 "280" "4" 38 28 0 2259 "3" 2686 "18" "20" "6" 0 "0" "0"
"4058" "5945" "53175" "78055" 0 0 0 "0" 0 "280" "4" 11 13 0 656 "4" 745 "22" "20" "6" 0 "0" "0"
"40621" "5945" "53175" "78055" 0 0 0 "0" 0 "280" "4" 36 26 0 2165 "3" 1775 "20" "20" "6" 0 "0" "0"
"40781" "5946" "55471" "20265" 0 0 0 "0" 0 "301" "4" 23 27 0 1350 "4" 1164 "23" "20" "6" 0 "0" "0"
"40811" "5946" "55471" "20265" 0 0 0 "0" 0 "301" "4" 30 34 1 1828 "4" 1728 "21" "20" "6" 0 "0" "0"
"4087" "5946" "55471" "20265" 0 0 0 "1" 0 "301" "4" 9 8 0 554 "4" 398 "19" "20" "6" 0 "0" "0"
"40921" "5946" "55471" "70256" 0 0 0 "0" 0 "301" "3" 20 18 0 1191 "4" 981 "19" "20" "6" 1 "0" "0"
"40971" "5946" "55471" "70256" 0 0 0 "0" 0 "301" "4" 38 37 1 2305 "4" 2155 "21" "20" "6" 1 "0" "0"
"41032" "5946" "55471" "70256" 0 0 0 "1" 0 "301" "4" 36 37 1 2147 "4" 1889 "23" "20" "6" 1 "0" "0"
"41052" "5950" "1978" "20265" 0 0 0 "0" 0 "280" "4" 19 9 1 1143 "3" 1200 "18" "20" "6" 0 "0" "0"
"41061" "5950" "1978" "70256" 0 0 0 "1" 0 "280" "3" 18 12 1 1099 "3" 1001 "18" "20" "6" 1 "0" "0"
"41071" "5950" "1978" "70788" 0 0 0 "0" 0 "280" "4" 38 26 0 2290 "4" 2316 "18" "20" "6" 0 "0" "0"
"41121" "5950" "1978" "70788" 0 0 0 "0" 0 "280" "4" 16 14 0 937 "3" 696 "20" "20" "6" 0 "0" "0"
"41151" "5950" "1978" "80713" 0 0 0 "0" 0 "280" "3" 33 19 1 1974 "3" 2275 "18" "20" "6" 1 "0" "0"
"41181" "5950" "53175" "78055" 0 0 0 "0" 0 "280" "3" 36 27 0 2131 "3" 2351 "19" "20" "6" 0 "0" "0"
"41191" "5950" "53175" "78055" 0 0 0 "0" 0 "280" "4" 38 27 0 2271 "3" 2082 "17" "20" "6" 0 "0" "0"
"41241" "5952" "53424" "72778" 0 0 0 "0" 0 "92" "4" 3 3 0 192 "4" 143 "7" "21" "0" 0 "0" "1"
"41261" "5952" "53424" "72778" 0 0 0 "0" 0 "92" "4" 5 6 1 308 "4" 388 "5" "21" "0" 0 "0" "1"
"41301" "5952" "53424" "73587" 0 0 0 "0" 0 "92" "4" 10 13 1 576 "4" 574 "5" "21" "0" 0 "0" "1"
"41361" "5952" "53424" "73587" 0 0 0 "0" 0 "92" "4" 8 8 0 450 "4" 456 "7" "21" "0" 0 "0" "1"
"41391" "5952" "53424" "75617" 0 0 0 "0" 0 "92" "4" 20 22 0 1209 "4" 1314 "7" "21" "0" 1 "0" "1"
"4143" "5952" "53424" "75617" 0 0 0 "1" 0 "92" "4" 17 26 1 1008 "4" 1265 "5" "21" "0" 1 "0" "1"
"41481" "5952" "53424" "80785" 0 0 0 "0" 0 "92" "3" 27 26 0 1627 "4" 1826 "7" "21" "0" 1 "0" "1"
"41501" "5952" "53424" "80785" 0 0 0 "0" 0 "92" "4" 11 14 0 669 "4" 822 "6" "21" "0" 1 "0" "1"
"4153" "5952" "54594" "81938" 0 0 0 "0" 0 "92" "4" 35 32 1 2106 "4" 2647 "6" "21" "0" 0 "0" "1"
"41571" "5952" "54594" "81938" 0 0 0 "0" 0 "92" "4" 24 22 0 1456 "3" 1658 "8" "21" "0" 0 "0" "1"
"41591" "5959" "55588" "70788" 0 0 0 "0" 0 "83" "4" 25 19 0 1472 "4" 1394 "21" "20" "6" 0 "0" "0"
"41651" "5959" "55588" "70788" 0 0 0 "1" 0 "83" "3" 10 6 0 594 "3" 706 "17" "20" "6" 0 "0" "0"
"41721" "5959" "55588" "70788" 0 0 0 "0" 0 "83" "4" 13 7 0 791 "3" 423 "19" "20" "6" 0 "0" "0"
"41782" "5971" "53431" "72778" 0 0 0 "0" 0 "88" "4" 18 15 1 1061 "4" 905 "6" "21" "0" 0 "0" "1"
"41812" "5971" "53431" "72778" 0 0 0 "0" 0 "88" "4" 26 15 1 1537 "4" 1492 "7" "21" "0" 0 "0" "1"
"41822" "5972" "53424" "72778" 0 0 0 "0" 0 "92" "4" 9 6 1 558 "4" 641 "22" "20" "6" 0 "0" "0"
"41831" "5972" "53424" "73587" 0 0 0 "1" 0 "92" "4" 17 13 1 1031 "4" 999 "22" "20" "6" 0 "0" "0"
"41842" "5972" "53424" "75617" 0 0 0 "1" 0 "92" "4" 30 26 1 1801 "4" 1806 "22" "20" "6" 1 "0" "0"
"41851" "5972" "53424" "80785" 0 0 0 "0" 0 "92" "4" 5 3 0 294 "3" 268 "21" "20" "6" 1 "0" "0"
"4188" "5972" "53424" "80785" 0 0 0 "0" 0 "92" "4" 35 29 1 2124 "4" 2137 "22" "20" "6" 1 "0" "0"
"4190" "5976" "55485" "20265" 0 0 0 "0" 0 "628" "3" 18 12 1 1080 "3" 1476 "8" "21" "0" 0 "0" "1"
"41912" "5981" "55471" "20265" 0 0 0 "2" 0 "301" "4" 7 8 0 419 "4" 339 "7" "21" "0" 0 "0" "1"
"41933" "5981" "55471" "70256" 0 0 0 "1" 0 "301" "4" 11 13 0 686 "4" 657 "7" "21" "0" 1 "0" "1"
"41971" "5984" "55588" "70788" 0 0 0 "0" 0 "83" "4" 9 7 0 558 "4" 528 "22" "20" "6" 0 "0" "0"
"42021" "5984" "55588" "70788" 0 0 0 "1" 0 "83" "4" 8 7 0 497 "4" 486 "0" "21" "0" 0 "0" "1"
"42151" "5984" "55588" "70788" 0 0 0 "0" 0 "83" "4" 4 4 0 239 "4" 273 "20" "20" "6" 0 "0" "0"
"42162" "5987" "55471" "20265" 0 0 0 "0" 0 "301" "4" 40 34 1 2404 "3" 2817 "18" "20" "6" 0 "0" "0"
"4217" "5987" "55471" "70256" 0 0 0 "0" 0 "301" "3" 39 36 0 2313 "3" 2786 "19" "20" "6" 1 "0" "0"
"4220" "5991" "1978" "20265" 0 0 0 "0" 0 "280" "4" 9 9 1 511 "4" 1074 "6" "21" "0" 0 "0" "1"
"42222" "5991" "1978" "20265" 0 0 0 "0" 0 "280" "4" 10 9 1 596 "4" 691 "7" "21" "0" 0 "0" "1"
"42241" "5991" "1978" "70256" 0 0 0 "0" 0 "280" "4" 11 12 1 644 "4" 1183 "6" "21" "0" 1 "0" "1"
"42282" "5991" "1978" "70256" 0 0 0 "0" 0 "280" "4" 18 12 1 1053 "4" 1081 "7" "21" "0" 1 "0" "1"
"42331" "5991" "1978" "70788" 0 0 0 "0" 0 "280" "4" 24 31 1 1463 "4" 2382 "6" "21" "0" 0 "0" "1"
"42353" "5991" "1978" "70788" 0 0 0 "0" 0 "280" "4" 16 13 0 978 "3" 1088 "8" "21" "0" 0 "0" "1"
"42432" "5991" "1978" "80713" 0 0 0 "2" 0 "280" "3" 26 19 1 1533 "4" 1823 "7" "21" "0" 1 "0" "1"
"4240" "5991" "1978" "80713" 0 0 0 "0" 0 "280" "4" 14 19 0 848 "4" 1031 "6" "21" "0" 1 "0" "1"
"42482" "5991" "53175" "78055" 0 0 0 "0" 0 "280" "4" 10 15 0 595 "4" 607 "5" "21" "0" 0 "0" "1"
"42501" "5991" "53175" "78055" 0 0 0 "0" 0 "280" "4" 24 26 0 1433 "4" 1590 "7" "21" "0" 0 "0" "1"
"42621" "5991" "53550" "75617" 0 0 0 "0" 0 "38" "4" 32 33 1 1944 "4" 1902 "20" "20" "6" 1 "0" "0"
"42722" "5991" "53550" "75617" 0 0 0 "1" 0 "38" "4" 22 21 0 1345 "4" 1483 "19" "20" "6" 1 "0" "0"
"42811" "5991" "53550" "75617" 0 0 0 "0" 0 "38" "3" 27 25 0 1590 "4" 1868 "17" "20" "6" 1 "0" "0"
"42871" "5991" "53550" "80785" 0 0 0 "0" 0 "38" "4" 38 36 1 2261 "4" 2225 "21" "20" "6" 1 "0" "0"
"42921" "5991" "53550" "80785" 0 0 0 "0" 0 "38" "3" 24 18 0 1431 "4" 1546 "17" "20" "6" 1 "0" "0"
"42972" "5991" "53550" "80785" 0 0 0 "0" 0 "38" "3" 25 21 0 1512 "4" 1583 "19" "20" "6" 1 "0" "0"
"43031" "5994" "1978" "20265" 0 0 0 "0" 0 "280" "4" 9 9 1 514 "4" 700 "7" "21" "0" 0 "0" "1"
"43042" "5994" "1978" "70256" 0 0 0 "0" 0 "280" "3" 16 12 1 931 "4" 1096 "7" "21" "0" 1 "0" "1"
"43061" "5994" "1978" "70788" 0 0 0 "0" 0 "280" "3" 25 18 0 1511 "3" 1724 "8" "21" "0" 0 "0" "1"
"43071" "5994" "1978" "80713" 0 0 0 "0" 0 "280" "3" 9 7 0 540 "3" 791 "8" "21" "0" 1 "0" "1"
"43091" "5994" "53175" "78055" 0 0 0 "0" 0 "280" "4" 30 32 0 1817 "4" 2298 "7" "21" "0" 0 "0" "1"
"43131" "6000" "53424" "72778" 0 0 0 "0" 0 "92" "4" 10 6 1 620 "4" 814 "6" "21" "0" 0 "0" "1"
"43151" "6000" "53424" "72778" 0 0 0 "0" 0 "92" "4" 9 6 1 544 "3" 771 "7" "21" "0" 0 "0" "1"
"43181" "6000" "53424" "73587" 0 0 0 "0" 0 "92" "4" 12 13 1 736 "4" 827 "6" "21" "0" 0 "0" "1"
"4325" "6000" "53424" "75617" 0 0 0 "1" 0 "92" "3" 29 26 1 1767 "3" 2374 "7" "21" "0" 1 "0" "1"
"43221" "6000" "53424" "75617" 0 0 0 "1" 0 "92" "4" 24 26 1 1456 "4" 1595 "6" "21" "0" 1 "0" "1"
"43311" "6000" "53424" "80785" 0 0 0 "0" 0 "92" "4" 25 29 1 1492 "4" 1574 "6" "21" "0" 1 "0" "1"
"43321" "6000" "53424" "80785" 0 0 0 "0" 0 "92" "3" 34 29 1 2033 "3" 2611 "8" "21" "0" 1 "0" "1"
"43371" "6000" "54594" "81938" 0 0 0 "0" 0 "92" "4" 7 10 0 401 "4" 297 "5" "21" "0" 0 "0" "1"
"43421" "6000" "54594" "81938" 0 0 0 "0" 0 "92" "4" 12 16 0 737 "4" 898 "7" "21" "0" 0 "0" "1"
"43491" "6000" "55471" "20265" 0 0 0 "0" 0 "301" "4" 34 34 1 2064 "4" 1870 "0" "21" "0" 0 "0" "1"
"43502" "6000" "55471" "20265" 0 0 0 "0" 0 "301" "4" 16 21 0 939 "4" 858 "22" "20" "6" 0 "0" "0"
"43591" "6000" "55471" "20265" 0 0 0 "1" 0 "301" "4" 4 4 0 229 "4" 116 "18" "20" "6" 0 "0" "0"
"4369" "6000" "55471" "70256" 0 0 0 "0" 0 "301" "4" 18 24 0 1102 "4" 1021 "22" "20" "6" 1 "0" "0"
"43761" "6000" "55471" "70256" 0 0 0 "0" 0 "301" "4" 6 8 0 331 "4" 324 "0" "21" "0" 1 "0" "1"
"43811" "6000" "55471" "70256" 0 0 0 "0" 0 "301" "4" 20 20 0 1187 "4" 943 "20" "20" "6" 1 "0" "0"
"43941" "6000" "55471" "70256" 0 0 0 "1" 0 "301" "4" 3 3 0 200 "4" 184 "18" "20" "6" 1 "0" "0"
"43982" "6010" "3612" "71019" 0 0 0 "1" 0 "786" "4" 30 28 1 1781 "3" 2040 "18" "20" "6" 1 "0" "0"
"43991" "6010" "3612" "71019" 0 0 0 "0" 0 "786" "4" 32 28 1 1917 "2" 2471 "17" "20" "6" 1 "0" "0"
"44031" "6041" "3612" "71019" 0 0 0 "0" 0 "786" "4" 34 28 1 2010 "3" 2451 "19" "20" "6" 1 "0" "0"
"44121" "6041" "3612" "71019" 0 0 0 "0" 0 "786" "4" 3 6 0 201 "4" 182 "21" "20" "6" 1 "0" "0"
"4419" "6041" "3612" "71019" 0 0 0 "1" 0 "786" "4" 8 12 0 476 "4" 874 "17" "20" "6" 1 "0" "0"
"4420" "6080" "3602" "70788" 0 0 0 "0" 0 "719" "4" 40 44 0 2391 "4" 2457 "20" "20" "6" 0 "0" "0"
"44281" "6080" "3602" "70788" 0 0 0 "0" 0 "719" "4" 25 19 0 1481 "4" 1599 "18" "20" "6" 0 "0" "0"
"44291" "6088" "13020" "70985" 0 0 0 "0" 0 "791" "4" 27 20 0 1602 "4" 1657 "7" "21" "0" 1 "0" "1"
"44341" "6098" "55244" "70162" 0 0 0 "0" 0 "916" "4" 9 9 0 534 "4" 609 "23" "20" "6" 1 "0" "0"
"44382" "6098" "55244" "70162" 0 0 0 "2" 0 "916" "3" 15 9 0 879 "3" 979 "18" "20" "6" 1 "0" "0"
"44412" "6098" "55244" "70162" 0 0 0 "0" 0 "916" "4" 12 10 0 718 "4" 869 "21" "20" "6" 1 "0" "0"
"44471" "6098" "55244" "70985" 0 0 0 "0" 0 "916" "4" 13 14 0 794 "4" 1056 "23" "20" "6" 1 "0" "0"
"4450" "6098" "55244" "70985" 0 0 0 "0" 0 "916" "3" 30 16 1 1783 "2" 2210 "19" "20" "6" 1 "0" "0"
"44531" "6098" "55244" "70985" 0 0 0 "0" 0 "916" "4" 17 15 0 1014 "4" 1199 "21" "20" "6" 1 "0" "0"
"44612" "6104" "3637" "70162" 0 0 0 "1" 0 "98" "4" 16 4 1 936 "4" 866 "0" "21" "0" 1 "0" "1"
"44661" "6104" "3637" "70162" 0 0 0 "1" 0 "98" "4" 7 4 1 449 "3" 747 "17" "20" "6" 1 "0" "0"
"4469" "6104" "3637" "70162" 0 0 0 "0" 0 "98" "4" 6 4 1 346 "4" 704 "21" "20" "6" 1 "0" "0"
"44771" "6104" "3637" "70162" 0 0 0 "0" 0 "98" "3" 7 4 1 396 "3" 954 "19" "20" "6" 1 "0" "0"
"44821" "6104" "3637" "70162" 0 0 0 "2" 0 "98" "4" 5 4 1 324 "4" 801 "22" "20" "6" 1 "0" "0"
"4490" "6104" "3637" "70985" 0 0 0 "0" 0 "98" "3" 14 9 1 837 "3" 1246 "17" "20" "6" 1 "0" "0"
"44952" "6104" "3637" "70985" 0 0 0 "0" 0 "98" "4" 20 9 1 1198 "4" 1132 "0" "21" "0" 1 "0" "1"
"4500" "6104" "3637" "70985" 0 0 0 "0" 0 "98" "4" 7 7 0 432 "4" 524 "21" "20" "6" 1 "0" "0"
"45051" "6104" "3637" "70985" 0 0 0 "1" 0 "98" "4" 11 9 1 663 "4" 928 "22" "20" "6" 1 "0" "0"
"45152" "6104" "3637" "70988" 0 0 0 "0" 0 "98" "4" 18 12 1 1058 "3" 1572 "17" "20" "6" 0 "0" "0"
"45181" "6104" "3637" "70988" 0 0 0 "0" 0 "98" "4" 7 10 0 420 "4" 475 "0" "21" "0" 0 "0" "1"
"45281" "6104" "3637" "70988" 0 0 0 "0" 0 "98" "4" 5 7 0 321 "4" 370 "21" "20" "6" 0 "0" "0"
"45291" "6104" "3637" "70988" 0 0 0 "0" 0 "98" "4" 14 12 1 840 "4" 1419 "22" "20" "6" 0 "0" "0"
"45371" "6104" "3637" "70988" 0 0 0 "1" 0 "98" "3" 11 9 0 662 "3" 729 "19" "20" "6" 0 "0" "0"
"45431" "6104" "3637" "71000" 0 0 0 "0" 0 "98" "4" 30 24 1 1770 "3" 2258 "17" "20" "6" 0 "0" "0"
"45501" "6104" "3637" "71000" 0 0 0 "0" 0 "98" "4" 16 22 0 955 "4" 1109 "21" "20" "6" 0 "0" "0"
"45542" "6104" "3637" "71000" 0 0 0 "0" 0 "98" "4" 31 24 1 1862 "2" 2635 "19" "20" "6" 0 "0" "0"
