"id_veicolo" "id_percorso" "id_palina" "aria.x" "moby.x" "meb.x" "banda.x" "pedana.x" "linea.x" "statotraffico.x" "tempo_attesa.y" "distanza_fermate.y" "a_capolinea.y" "tempo_attesa_secondi.y" "statotraffico.y" "traveltime" "ora" "giorno" "giornosettimana" "direction" "weather" "prevision_w"
"3111" "514" "13020" "70985" 0 0 0 "0" 0 "791" "4" 13 12 0 791 "4" 1168 "7" "21" "0" 1 "0" "1"
"3130" "515" "13020" "70985" 0 0 0 "0" 0 "791" "4" 17 10 0 1018 "3" 1342 "19" "20" "6" 1 "0" "0"
"31251" "515" "13020" "70985" 0 0 0 "0" 0 "791" "4" 30 23 1 1796 "4" 2213 "6" "21" "0" 1 "0" "1"
"3133" "516" "13019" "70900" 0 0 0 "0" 0 "791" "3" 17 13 0 1043 "3" 1350 "17" "20" "6" 0 "0" "0"
"3134" "516" "13019" "70900" 0 0 0 "0" 0 "791" "4" 35 21 0 2109 "4" 2073 "19" "20" "6" 0 "0" "0"
"31401" "516" "13020" "70985" 0 0 0 "0" 0 "791" "4" 28 15 0 1699 "3" 1537 "20" "20" "6" 1 "0" "0"
"3142" "516" "55797" "70256" 0 0 0 "0" 0 "30" "4" 12 2 1 716 "4" 711 "5" "21" "0" 1 "0" "1"
"31432" "516" "55797" "70788" 0 0 0 "0" 0 "30" "4" 13 9 0 762 "4" 863 "6" "21" "0" 0 "0" "1"
"31491" "516" "55797" "70788" 0 0 0 "0" 0 "30" "4" 19 9 0 1124 "3" 948 "8" "21" "0" 0 "0" "1"
"3153" "517" "55797" "70256" 0 0 0 "1" 0 "30" "4" 7 2 1 411 "4" 564 "6" "21" "0" 1 "0" "1"
"3158" "517" "55797" "70256" 0 0 0 "0" 0 "30" "3" 9 2 1 561 "3" 759 "8" "21" "0" 1 "0" "1"
"31611" "517" "55797" "70788" 0 0 0 "0" 0 "30" "4" 23 12 1 1378 "4" 1645 "6" "21" "0" 0 "0" "1"
"3167" "517" "55797" "70788" 0 0 0 "0" 0 "30" "3" 9 3 0 530 "3" 616 "18" "20" "6" 0 "0" "0"
"31781" "519" "55797" "70788" 0 0 0 "0" 0 "30" "3" 15 7 0 882 "3" 1302 "19" "20" "6" 0 "0" "0"
"31802" "519" "55797" "70788" 0 0 0 "0" 0 "30" "4" 10 6 0 611 "4" 494 "7" "21" "0" 0 "0" "1"
"3185" "5209" "55471" "20265" 0 0 0 "0" 0 "301" "3" 25 21 0 1525 "4" 1873 "17" "20" "6" 0 "0" "0"
"31862" "5209" "55471" "20265" 0 0 0 "0" 0 "301" "4" 35 34 1 2125 "3" 2377 "19" "20" "6" 0 "0" "0"
"3196" "5209" "55471" "70256" 0 0 0 "0" 0 "301" "3" 38 37 0 2268 "4" 2296 "19" "20" "6" 1 "0" "0"
"3192" "5209" "55471" "70256" 0 0 0 "0" 0 "301" "3" 30 24 0 1773 "4" 1824 "17" "20" "6" 1 "0" "0"
"31982" "5217" "55444" "75617" 0 0 0 "0" 0 "223" "3" 9 7 0 533 "3" 476 "18" "20" "6" 1 "0" "0"
"3200" "5219" "55444" "75617" 0 0 0 "0" 0 "223" "4" 19 21 0 1143 "4" 1314 "6" "21" "0" 1 "0" "1"
"3202" "522" "13019" "70900" 0 0 0 "0" 0 "791" "3" 40 22 0 2370 "3" 2972 "18" "20" "6" 0 "0" "0"
"3205" "522" "13020" "70985" 0 0 0 "0" 0 "791" "4" 17 11 0 1009 "3" 1251 "17" "20" "6" 1 "0" "0"
"32071" "522" "13020" "70985" 0 0 0 "0" 0 "791" "3" 38 20 0 2258 "3" 3012 "19" "20" "6" 1 "0" "0"
"3212" "524" "13019" "70900" 0 0 0 "0" 0 "791" "4" 27 23 0 1634 "4" 1899 "7" "21" "0" 0 "0" "1"
"32141" "524" "13019" "70900" 0 0 0 "0" 0 "791" "4" 16 17 0 977 "4" 1030 "6" "21" "0" 0 "0" "1"
"32191" "524" "13020" "70985" 0 0 0 "0" 0 "791" "4" 33 23 1 1967 "4" 2082 "6" "21" "0" 1 "0" "1"
"32201" "5240" "55471" "20265" 0 0 0 "0" 0 "301" "4" 9 13 0 511 "4" 648 "6" "21" "0" 0 "0" "1"
"3227" "5240" "55471" "20265" 0 0 0 "2" 0 "301" "3" 13 11 0 761 "4" 822 "8" "21" "0" 0 "0" "1"
"3228" "5240" "55471" "70256" 0 0 0 "0" 0 "301" "4" 13 21 0 798 "4" 955 "6" "21" "0" 1 "0" "1"
"3233" "5240" "55471" "70256" 0 0 0 "1" 0 "301" "3" 19 16 0 1167 "4" 1129 "8" "21" "0" 1 "0" "1"
"3242" "5245" "53424" "72778" 0 0 0 "0" 0 "92" "4" 8 6 1 503 "4" 555 "6" "21" "0" 0 "0" "1"
"3243" "5245" "53424" "72778" 0 0 0 "0" 0 "92" "3" 10 6 1 585 "3" 735 "8" "21" "0" 0 "0" "1"
"3247" "5245" "53424" "73587" 0 0 0 "0" 0 "92" "4" 21 13 1 1237 "4" 1195 "6" "21" "0" 0 "0" "1"
"32492" "5245" "53424" "73587" 0 0 0 "0" 0 "92" "3" 19 13 1 1134 "3" 1389 "8" "21" "0" 0 "0" "1"
"3252" "5245" "53424" "75617" 0 0 0 "0" 0 "92" "4" 36 26 1 2174 "4" 2198 "6" "21" "0" 1 "0" "1"
"3258" "5245" "53424" "80785" 0 0 0 "0" 0 "92" "4" 36 29 1 2145 "4" 2369 "6" "21" "0" 1 "0" "1"
"3260" "5245" "54594" "81938" 0 0 0 "0" 0 "92" "4" 35 32 1 2097 "3" 2187 "7" "21" "0" 0 "0" "1"
"3264" "5245" "54594" "81938" 0 0 0 "0" 0 "92" "4" 14 22 0 819 "4" 881 "6" "21" "0" 0 "0" "1"
"32671" "525" "13019" "70900" 0 0 0 "0" 0 "791" "3" 32 17 0 1915 "3" 2370 "18" "20" "6" 0 "0" "0"
"32751" "525" "13019" "70900" 0 0 0 "0" 0 "791" "4" 4 1 0 220 "4" 72 "8" "21" "0" 0 "0" "1"
"3277" "525" "13020" "70985" 0 0 0 "0" 0 "791" "4" 20 12 0 1205 "3" 1391 "19" "20" "6" 1 "0" "0"
"3287" "525" "13020" "70985" 0 0 0 "0" 0 "791" "4" 32 23 1 1904 "4" 1957 "6" "21" "0" 1 "0" "1"
"3294" "5254" "55797" "70788" 0 0 0 "1" 0 "30" "4" 9 3 0 549 "3" 609 "18" "20" "6" 0 "0" "0"
"3299" "5254" "55797" "70788" 0 0 0 "1" 0 "30" "4" 22 12 0 1299 "4" 1480 "22" "20" "6" 0 "0" "0"
"33041" "5254" "55797" "70788" 0 0 0 "0" 0 "30" "4" 37 12 1 2194 "3" 2492 "20" "20" "6" 0 "0" "0"
"3306" "526" "13019" "70900" 0 0 0 "0" 0 "791" "4" 10 8 0 609 "4" 590 "7" "21" "0" 0 "0" "1"
"3310" "526" "13020" "70985" 0 0 0 "1" 0 "791" "4" 7 6 0 429 "4" 329 "6" "21" "0" 1 "0" "1"
"33122" "526" "13020" "70985" 0 0 0 "0" 0 "791" "4" 36 23 1 2159 "4" 2517 "7" "21" "0" 1 "0" "1"
"3314" "5264" "55471" "20265" 0 0 0 "0" 0 "301" "4" 7 7 0 435 "4" 372 "18" "20" "6" 0 "0" "0"
"33191" "5264" "55471" "70256" 0 0 0 "1" 0 "301" "3" 13 11 0 786 "4" 612 "18" "20" "6" 1 "0" "0"
"3321" "5269" "53550" "75617" 0 0 0 "0" 0 "38" "3" 23 17 0 1388 "4" 1516 "8" "21" "0" 1 "0" "1"
"33231" "5274" "55797" "70256" 0 0 0 "0" 0 "30" "4" 8 2 1 462 "4" 445 "5" "21" "0" 1 "0" "1"
"3324" "5274" "55797" "70788" 0 0 0 "1" 0 "30" "3" 18 9 0 1105 "3" 1123 "8" "21" "0" 0 "0" "1"
"33351" "5274" "55797" "70788" 0 0 0 "0" 0 "30" "4" 3 2 0 160 "4" 180 "6" "21" "0" 0 "0" "1"
"33412" "528" "13019" "70900" 0 0 0 "0" 0 "791" "3" 22 10 0 1322 "3" 1101 "19" "20" "6" 0 "0" "0"
"3352" "528" "13020" "70985" 0 0 0 "0" 0 "791" "4" 25 22 0 1474 "4" 1397 "6" "21" "0" 1 "0" "1"
"3357" "528" "13020" "70985" 0 0 0 "0" 0 "791" "4" 18 12 0 1061 "4" 1056 "8" "21" "0" 1 "0" "1"
"33671" "528" "13020" "70985" 0 0 0 "1" 0 "791" "4" 8 5 0 470 "4" 484 "18" "20" "6" 1 "0" "0"
"33851" "5283" "53431" "72778" 0 0 0 "0" 0 "88" "4" 6 6 0 330 "4" 297 "19" "20" "6" 0 "0" "0"
"3387" "5283" "53431" "72778" 0 0 0 "0" 0 "88" "4" 3 3 0 202 "4" 206 "18" "20" "6" 0 "0" "0"
"33921" "5286" "12263" "80713" 0 0 0 "0" 0 "23" "3" 11 8 0 657 "3" 806 "18" "20" "6" 1 "0" "0"
"3393" "5286" "12263" "80713" 0 0 0 "0" 0 "23" "4" 9 8 0 534 "3" 406 "23" "20" "6" 1 "0" "0"
"33991" "5286" "12263" "80713" 0 0 0 "0" 0 "23" "4" 9 9 1 510 "4" 1560 "22" "20" "6" 1 "0" "0"
"3401" "5287" "53424" "72778" 0 0 0 "1" 0 "92" "3" 24 6 1 1432 "3" 1303 "8" "21" "0" 0 "0" "1"
"3403" "5287" "54594" "81938" 0 0 0 "0" 0 "92" "4" 9 10 0 550 "4" 644 "8" "21" "0" 0 "0" "1"
"3406" "5288" "55471" "20265" 0 0 0 "0" 0 "301" "3" 23 20 0 1379 "4" 1262 "8" "21" "0" 0 "0" "1"
"34111" "5288" "55471" "20265" 0 0 0 "0" 0 "301" "4" 20 27 0 1196 "4" 1202 "6" "21" "0" 0 "0" "1"
"34151" "5288" "55471" "70256" 0 0 0 "0" 0 "301" "4" 22 31 0 1333 "4" 1452 "6" "21" "0" 1 "0" "1"
"3417" "5288" "55471" "70256" 0 0 0 "1" 0 "301" "3" 31 25 0 1847 "3" 1801 "8" "21" "0" 1 "0" "1"
"3422" "529" "13019" "70900" 0 0 0 "0" 0 "791" "4" 38 30 1 2303 "3" 2839 "23" "20" "6" 0 "0" "0"
"3429" "529" "13019" "70900" 0 0 0 "0" 0 "791" "4" 12 8 0 710 "3" 516 "21" "20" "6" 0 "0" "0"
"34331" "529" "13019" "70900" 0 0 0 "0" 0 "791" "3" 32 19 0 1939 "3" 2220 "19" "20" "6" 0 "0" "0"
"34351" "529" "13020" "70985" 0 0 0 "0" 0 "791" "4" 27 23 0 1642 "4" 1619 "0" "21" "0" 1 "0" "1"
"3446" "529" "13020" "70985" 0 0 0 "0" 0 "791" "4" 5 5 0 319 "4" 368 "22" "20" "6" 1 "0" "0"
"3450" "529" "13020" "70985" 0 0 0 "0" 0 "791" "3" 9 6 0 551 "4" 586 "20" "20" "6" 1 "0" "0"
"3459" "529" "13020" "70985" 0 0 0 "1" 0 "791" "4" 32 23 1 1915 "4" 2187 "21" "20" "6" 1 "0" "0"
"3464" "5295" "55444" "75617" 0 0 0 "0" 0 "223" "3" 24 19 0 1462 "4" 1569 "19" "20" "6" 1 "0" "0"
"34662" "5296" "55485" "20265" 0 0 0 "0" 0 "628" "3" 18 12 1 1063 "3" 1386 "17" "20" "6" 0 "0" "0"
"3470" "5305" "53424" "72778" 0 0 0 "0" 0 "92" "4" 10 6 1 572 "4" 656 "5" "21" "0" 0 "0" "1"
"3471" "5305" "53424" "72778" 0 0 0 "0" 0 "92" "4" 6 6 1 380 "4" 671 "7" "21" "0" 0 "0" "1"
"3473" "5305" "53424" "73587" 0 0 0 "0" 0 "92" "4" 12 13 1 731 "4" 847 "6" "21" "0" 0 "0" "1"
"3476" "5305" "53424" "73587" 0 0 0 "0" 0 "92" "4" 17 13 1 1027 "4" 1313 "7" "21" "0" 0 "0" "1"
"3477" "5305" "53424" "75617" 0 0 0 "0" 0 "92" "3" 27 26 1 1647 "4" 2342 "7" "21" "0" 1 "0" "1"
"34821" "5305" "53424" "75617" 0 0 0 "0" 0 "92" "4" 14 19 0 831 "4" 928 "6" "21" "0" 1 "0" "1"
"34852" "5305" "53424" "80785" 0 0 0 "0" 0 "92" "4" 15 17 0 870 "4" 885 "6" "21" "0" 1 "0" "1"
"3487" "5305" "53424" "80785" 0 0 0 "0" 0 "92" "3" 34 29 1 2045 "4" 2847 "7" "21" "0" 1 "0" "1"
"3490" "5305" "54594" "81938" 0 0 0 "0" 0 "92" "4" 33 32 1 1999 "4" 2546 "7" "21" "0" 0 "0" "1"
"34921" "531" "13019" "70900" 0 0 0 "0" 0 "791" "4" 39 25 0 2335 "3" 2344 "19" "20" "6" 0 "0" "0"
"3495" "531" "13019" "70900" 0 0 0 "0" 0 "791" "3" 38 24 0 2303 "3" 2910 "17" "20" "6" 0 "0" "0"
"34971" "531" "13020" "70985" 0 0 0 "1" 0 "791" "3" 34 20 0 2062 "3" 2718 "18" "20" "6" 1 "0" "0"
"3498" "531" "13020" "70985" 0 0 0 "1" 0 "791" "4" 38 21 0 2271 "4" 2055 "20" "20" "6" 1 "0" "0"
"35011" "5315" "54768" "73587" 0 0 0 "0" 0 "63" "4" 24 21 0 1469 "4" 1535 "18" "20" "6" 0 "0" "0"
"3503" "5343" "53550" "75617" 0 0 0 "1" 0 "38" "4" 36 33 1 2165 "4" 2395 "22" "20" "6" 1 "0" "0"
"3511" "5343" "53550" "75617" 0 0 0 "1" 0 "38" "4" 6 8 0 342 "4" 351 "21" "20" "6" 1 "0" "0"
"35141" "5343" "53550" "75617" 0 0 0 "0" 0 "38" "4" 35 32 0 2072 "4" 2553 "19" "20" "6" 1 "0" "0"
"3522" "5343" "53550" "80785" 0 0 0 "0" 0 "38" "3" 38 32 0 2296 "4" 2835 "19" "20" "6" 1 "0" "0"
"3526" "5343" "53550" "80785" 0 0 0 "1" 0 "38" "4" 13 14 0 792 "4" 1046 "21" "20" "6" 1 "0" "0"
"35332" "5343" "53550" "80785" 0 0 0 "0" 0 "38" "4" 39 36 1 2357 "4" 2741 "22" "20" "6" 1 "0" "0"
"3536" "5347" "55444" "75617" 0 0 0 "0" 0 "223" "3" 11 9 0 633 "3" 688 "8" "21" "0" 1 "0" "1"
"35422" "5347" "55471" "20265" 0 0 0 "0" 0 "301" "4" 27 34 1 1617 "4" 1666 "0" "21" "0" 0 "0" "1"
"35451" "5347" "55471" "20265" 0 0 0 "1" 0 "301" "4" 32 31 0 1912 "4" 1907 "18" "20" "6" 0 "0" "0"
"3549" "5347" "55471" "20265" 0 0 0 "0" 0 "301" "4" 38 34 1 2303 "4" 1846 "20" "20" "6" 0 "0" "0"
"35591" "5347" "55471" "20265" 0 0 0 "0" 0 "301" "4" 39 34 1 2340 "4" 2225 "22" "20" "6" 0 "0" "0"
"35621" "5347" "55471" "70256" 0 0 0 "0" 0 "301" "4" 40 37 1 2417 "4" 1901 "20" "20" "6" 1 "0" "0"
"35701" "5347" "55471" "70256" 0 0 0 "0" 0 "301" "4" 26 37 1 1542 "4" 1645 "0" "21" "0" 1 "0" "1"
"3573" "5347" "55471" "70256" 0 0 0 "1" 0 "301" "4" 24 34 0 1451 "4" 1678 "22" "20" "6" 1 "0" "0"
"3583" "5347" "55471" "70256" 0 0 0 "1" 0 "301" "3" 36 34 0 2142 "4" 2192 "18" "20" "6" 1 "0" "0"
"35851" "5349" "53424" "72778" 0 0 0 "1" 0 "92" "4" 17 6 1 1006 "2" 788 "19" "20" "6" 0 "0" "0"
"3586" "5349" "53424" "73587" 0 0 0 "0" 0 "92" "4" 26 13 1 1543 "2" 1129 "19" "20" "6" 0 "0" "0"
"3587" "5349" "53424" "75617" 0 0 0 "0" 0 "92" "3" 36 26 1 2178 "4" 2095 "19" "20" "6" 1 "0" "0"
"35891" "5349" "53424" "80785" 0 0 0 "0" 0 "92" "3" 30 26 0 1790 "4" 1728 "19" "20" "6" 1 "0" "0"
"3590" "5350" "12263" "80713" 0 0 0 "1" 0 "23" "4" 19 9 1 1122 "3" 1341 "7" "21" "0" 1 "0" "1"
"35911" "5353" "55444" "75617" 0 0 0 "0" 0 "223" "4" 34 37 1 2064 "4" 2680 "6" "21" "0" 1 "0" "1"
"35941" "5364" "55471" "20265" 0 0 0 "0" 0 "301" "4" 17 21 0 1011 "4" 922 "7" "21" "0" 0 "0" "1"
"35951" "5376" "12263" "80713" 0 0 0 "0" 0 "23" "3" 31 9 1 1833 "2" 1424 "8" "21" "0" 1 "0" "1"
"35981" "5376" "12263" "80713" 0 0 0 "0" 0 "23" "4" 8 9 1 458 "4" 670 "6" "21" "0" 1 "0" "1"
"3599" "5377" "55471" "20265" 0 0 0 "1" 0 "301" "3" 34 34 1 2063 "3" 2385 "18" "20" "6" 0 "0" "0"
"3602" "5377" "55471" "70256" 0 0 0 "1" 0 "301" "3" 32 29 0 1894 "4" 1984 "18" "20" "6" 1 "0" "0"
"3609" "5382" "55471" "20265" 0 0 0 "1" 0 "301" "4" 35 31 0 2070 "3" 1973 "18" "20" "6" 0 "0" "0"
"36141" "5382" "55471" "20265" 0 0 0 "0" 0 "301" "4" 25 27 0 1493 "4" 1531 "21" "20" "6" 0 "0" "0"
"3618" "5382" "55471" "20265" 0 0 0 "0" 0 "301" "4" 19 23 0 1145 "4" 1194 "23" "20" "6" 0 "0" "0"
"36322" "5382" "55471" "70256" 0 0 0 "2" 0 "301" "3" 36 32 0 2171 "3" 2220 "19" "20" "6" 1 "0" "0"
"3642" "5382" "55471" "70256" 0 0 0 "0" 0 "301" "4" 12 13 0 717 "4" 618 "23" "20" "6" 1 "0" "0"
"36512" "5382" "55471" "70256" 0 0 0 "0" 0 "301" "4" 28 30 0 1658 "4" 1695 "21" "20" "6" 1 "0" "0"
"3656" "5388" "12263" "80713" 0 0 0 "0" 0 "23" "4" 10 7 0 582 "2" 614 "20" "20" "6" 1 "0" "0"
"3661" "5388" "12263" "80713" 0 0 0 "0" 0 "23" "3" 13 9 1 795 "3" 1829 "18" "20" "6" 1 "0" "0"
"3666" "5388" "12263" "80713" 0 0 0 "0" 0 "23" "4" 3 4 0 193 "4" 268 "23" "20" "6" 1 "0" "0"
"36711" "5391" "55471" "20265" 0 0 0 "0" 0 "301" "3" 23 23 0 1385 "4" 1546 "19" "20" "6" 0 "0" "0"
"36721" "5391" "55471" "70256" 0 0 0 "1" 0 "301" "3" 22 22 0 1340 "4" 1483 "19" "20" "6" 1 "0" "0"
"3674" "5395" "12263" "80713" 0 0 0 "1" 0 "23" "3" 14 9 1 852 "3" 1117 "19" "20" "6" 1 "0" "0"
"3677" "5395" "12263" "80713" 0 0 0 "0" 0 "23" "3" 20 9 1 1222 "2" 1413 "17" "20" "6" 1 "0" "0"
"3678" "5395" "55471" "20265" 0 0 0 "0" 0 "301" "4" 20 28 0 1198 "4" 1127 "5" "21" "0" 0 "0" "1"
"3683" "5395" "55471" "20265" 0 0 0 "0" 0 "301" "4" 30 33 0 1827 "4" 2426 "7" "21" "0" 0 "0" "1"
"36852" "5395" "55471" "70256" 0 0 0 "1" 0 "301" "4" 22 31 0 1341 "4" 1270 "5" "21" "0" 1 "0" "1"
"3687" "5395" "55471" "70256" 0 0 0 "0" 0 "301" "4" 35 37 1 2082 "4" 2757 "7" "21" "0" 1 "0" "1"
"3691" "5398" "55471" "20265" 0 0 0 "0" 0 "301" "4" 40 34 1 2377 "4" 2377 "20" "20" "6" 0 "0" "0"
"36962" "5398" "55471" "20265" 0 0 0 "0" 0 "301" "4" 17 17 0 999 "4" 911 "18" "20" "6" 0 "0" "0"
"3699" "5398" "55471" "70256" 0 0 0 "0" 0 "301" "3" 21 20 0 1230 "4" 1181 "18" "20" "6" 1 "0" "0"
"37021" "5398" "55471" "70256" 0 0 0 "0" 0 "301" "4" 20 22 0 1213 "4" 1229 "20" "20" "6" 1 "0" "0"
"3707" "5399" "53431" "72778" 0 0 0 "0" 0 "88" "4" 10 15 0 628 "4" 487 "6" "21" "0" 0 "0" "1"
"3708" "5399" "53431" "72778" 0 0 0 "1" 0 "88" "3" 32 15 1 1907 "4" 1684 "8" "21" "0" 0 "0" "1"
"3711" "5409" "55471" "20265" 0 0 0 "0" 0 "301" "4" 3 2 0 151 "4" 141 "18" "20" "6" 0 "0" "0"
"37152" "5409" "55471" "70256" 0 0 0 "1" 0 "301" "4" 6 5 0 382 "4" 310 "18" "20" "6" 1 "0" "0"
"3719" "5420" "53431" "72778" 0 0 0 "0" 0 "88" "4" 11 12 0 645 "4" 635 "22" "20" "6" 0 "0" "0"
"37271" "5420" "53431" "72778" 0 0 0 "0" 0 "88" "4" 10 10 0 616 "4" 626 "18" "20" "6" 0 "0" "0"
"3730" "5420" "53431" "72778" 0 0 0 "0" 0 "88" "4" 12 15 1 746 "4" 1000 "20" "20" "6" 0 "0" "0"
"37361" "5420" "53431" "72778" 0 0 0 "0" 0 "88" "4" 4 6 0 255 "4" 195 "23" "20" "6" 0 "0" "0"
"37391" "5432" "55485" "20265" 0 0 0 "0" 0 "628" "4" 21 12 1 1262 "4" 1198 "6" "21" "0" 0 "0" "1"
"37401" "5432" "55485" "20265" 0 0 0 "0" 0 "628" "4" 12 11 0 745 "4" 585 "8" "21" "0" 0 "0" "1"
"37422" "5442" "55485" "20265" 0 0 0 "0" 0 "628" "4" 9 8 0 564 "4" 421 "20" "20" "6" 0 "0" "0"
"3745" "5443" "55485" "20265" 0 0 0 "1" 0 "628" "4" 28 12 1 1653 "4" 1204 "18" "20" "6" 0 "0" "0"
"3747" "5443" "55485" "20265" 0 0 0 "1" 0 "628" "4" 4 5 0 233 "4" 249 "22" "20" "6" 0 "0" "0"
"37492" "5443" "55485" "20265" 0 0 0 "0" 0 "628" "4" 5 6 0 321 "4" 303 "20" "20" "6" 0 "0" "0"
"37531" "5463" "53431" "72778" 0 0 0 "0" 0 "88" "4" 15 15 1 874 "4" 1103 "21" "20" "6" 0 "0" "0"
"3760" "5463" "53431" "72778" 0 0 0 "0" 0 "88" "4" 9 12 0 564 "4" 444 "22" "20" "6" 0 "0" "0"
"3769" "5463" "53431" "72778" 0 0 0 "0" 0 "88" "4" 16 15 1 975 "4" 930 "17" "20" "6" 0 "0" "0"
"3770" "5463" "53431" "72778" 0 0 0 "0" 0 "88" "4" 12 12 0 733 "4" 626 "19" "20" "6" 0 "0" "0"
"3776" "5467" "54768" "73587" 0 0 0 "0" 0 "63" "3" 18 12 0 1051 "3" 1359 "8" "21" "0" 0 "0" "1"
"3779" "5467" "55244" "70162" 0 0 0 "1" 0 "916" "4" 30 11 1 1810 "3" 1783 "20" "20" "6" 1 "0" "0"
"3781" "5467" "55244" "70162" 0 0 0 "1" 0 "916" "3" 7 4 0 417 "3" 408 "18" "20" "6" 1 "0" "0"
"37871" "5467" "55244" "70985" 0 0 0 "2" 0 "916" "4" 37 16 1 2230 "3" 2149 "20" "20" "6" 1 "0" "0"
"3791" "5467" "55244" "70985" 0 0 0 "1" 0 "916" "3" 9 7 0 543 "3" 588 "18" "20" "6" 1 "0" "0"
"3795" "5469" "55244" "70162" 0 0 0 "1" 0 "916" "3" 12 7 0 693 "3" 691 "19" "20" "6" 1 "0" "0"
"3797" "5469" "55244" "70162" 0 0 0 "0" 0 "916" "4" 23 11 1 1362 "2" 1103 "21" "20" "6" 1 "0" "0"
"38011" "5469" "55244" "70985" 0 0 0 "0" 0 "916" "4" 18 16 0 1065 "2" 1222 "21" "20" "6" 1 "0" "0"
"3803" "5476" "53431" "72778" 0 0 0 "0" 0 "88" "3" 20 15 1 1183 "4" 1257 "8" "21" "0" 0 "0" "1"
"38041" "5484" "55485" "20265" 0 0 0 "0" 0 "628" "3" 6 6 0 369 "4" 384 "19" "20" "6" 0 "0" "0"
"3807" "5499" "53424" "72778" 0 0 0 "0" 0 "92" "4" 26 6 1 1588 "1" 1073 "21" "20" "6" 0 "0" "0"
"38111" "5499" "53424" "72778" 0 0 0 "0" 0 "92" "4" 9 6 1 538 "4" 940 "22" "20" "6" 0 "0" "0"
"3815" "5499" "53424" "72778" 0 0 0 "0" 0 "92" "4" 3 3 0 185 "4" 128 "20" "20" "6" 0 "0" "0"
"38221" "5499" "53424" "73587" 0 0 0 "0" 0 "92" "4" 13 13 1 762 "4" 1061 "22" "20" "6" 0 "0" "0"
"3826" "5499" "53424" "73587" 0 0 0 "0" 0 "92" "4" 9 10 0 559 "4" 350 "20" "20" "6" 0 "0" "0"
"3834" "5499" "53424" "73587" 0 0 0 "1" 0 "92" "4" 36 13 1 2147 "1" 1214 "21" "20" "6" 0 "0" "0"
"38352" "5499" "53424" "75617" 0 0 0 "0" 0 "92" "4" 26 23 0 1541 "4" 1025 "21" "20" "6" 1 "0" "0"
"3842" "5499" "53424" "75617" 0 0 0 "0" 0 "92" "4" 5 8 0 317 "4" 266 "23" "20" "6" 1 "0" "0"
"3848" "5499" "53424" "75617" 0 0 0 "1" 0 "92" "3" 21 21 0 1277 "4" 1268 "20" "20" "6" 1 "0" "0"
"3860" "5499" "53424" "80785" 0 0 0 "0" 0 "92" "3" 7 4 0 419 "3" 333 "18" "20" "6" 1 "0" "0"
"38651" "5499" "53424" "80785" 0 0 0 "0" 0 "92" "4" 6 7 0 375 "4" 289 "23" "20" "6" 1 "0" "0"
"3867" "5499" "53424" "80785" 0 0 0 "0" 0 "92" "3" 19 17 0 1138 "4" 1524 "20" "20" "6" 1 "0" "0"
"3875" "5499" "53424" "80785" 0 0 0 "0" 0 "92" "4" 34 29 0 2035 "1" 1438 "21" "20" "6" 1 "0" "0"
"3883" "5499" "54594" "81938" 0 0 0 "0" 0 "92" "4" 11 16 0 648 "4" 789 "21" "20" "6" 0 "0" "0"
"3885" "5499" "54594" "81938" 0 0 0 "0" 0 "92" "4" 26 32 0 1549 "4" 1756 "23" "20" "6" 0 "0" "0"
"3889" "5499" "54594" "81938" 0 0 0 "0" 0 "92" "4" 26 32 0 1564 "3" 1778 "22" "20" "6" 0 "0" "0"
"3897" "5499" "54594" "81938" 0 0 0 "0" 0 "92" "4" 35 27 0 2110 "3" 2097 "19" "20" "6" 0 "0" "0"
"38991" "5500" "55471" "20265" 0 0 0 "0" 0 "301" "4" 28 34 1 1682 "4" 1659 "6" "21" "0" 0 "0" "1"
"39021" "5500" "55471" "70256" 0 0 0 "0" 0 "301" "4" 28 37 1 1701 "4" 1706 "6" "21" "0" 1 "0" "1"
"3903" "5905" "1978" "20265" 0 0 0 "1" 0 "280" "3" 12 9 0 724 "3" 788 "8" "21" "0" 0 "0" "1"
"3907" "5905" "1978" "20265" 0 0 0 "0" 0 "280" "4" 13 9 1 750 "4" 796 "6" "21" "0" 0 "0" "1"
"3909" "5905" "1978" "70256" 0 0 0 "0" 0 "280" "4" 17 12 1 1016 "3" 1106 "6" "21" "0" 1 "0" "1"
"39141" "5905" "1978" "70256" 0 0 0 "0" 0 "280" "3" 11 9 0 658 "3" 475 "8" "21" "0" 1 "0" "1"
"3915" "5905" "1978" "70788" 0 0 0 "0" 0 "280" "4" 31 31 1 1887 "3" 2323 "6" "21" "0" 0 "0" "1"
"3918" "5905" "1978" "80713" 0 0 0 "0" 0 "280" "4" 15 18 0 895 "4" 1115 "6" "21" "0" 1 "0" "1"
"3924" "5907" "53550" "75617" 0 0 0 "0" 0 "38" "4" 27 29 0 1638 "4" 1880 "7" "21" "0" 1 "0" "1"
"39261" "5907" "53550" "75617" 0 0 0 "0" 0 "38" "4" 6 10 0 383 "4" 444 "5" "21" "0" 1 "0" "1"
"3929" "5907" "53550" "80785" 0 0 0 "0" 0 "38" "4" 6 8 0 355 "4" 503 "5" "21" "0" 1 "0" "1"
"3933" "5907" "53550" "80785" 0 0 0 "0" 0 "38" "3" 23 24 0 1401 "4" 1906 "7" "21" "0" 1 "0" "1"
