"","GDP251","IPS10","IPS11","IPS299","IPS12","IPS13","IPS18","IPS25","IPS32","IPS34","IPS38","IPS43","IPS307","IPS306","PMP","GDP252","GDP253","GDP254","GDP255","GDP252b","LBMNU","CES002","CES003","CES006","CES011","CES015","CES017","CES033","CES046","CES048","CES049","CES053","CES088","CES140","LHEL","LHELX","LHEM","LHNAG","LHUR","LHU680","LHU5","LHU14","LHU15","LHU26","LHU27","CES151","CES155","GDP261","HSBR","HSFR","HSNE","HSMW","HSSOU","HSWST","GDP256","GDP257","GDP258","GDP259","GDP260","PMI","PMNO","PMDEL","PMNV","MOCMQ","MSONDQ","LBPUR7","LBLCPU","GDP272A","GDP273A","GDP274A","GDP274_1","GDP274_2","GDP274_3","GDP275A","GDP275_1","GDP275_2","GDP275_3","GDP275_4","GDP276A","GDP276_1","GDP276_2","GDP276_3","GDP276_4","GDP276_5","GDP276_6","GDP276_7","GDP276_8","GDP277A","GDP278A","GDP279A","GDP280A","GDP281A","GDP282A","GDP284A","GDP284_1","GDP284_2","GDP285A","GDP285_1","GDP285_2","GDP286A","GDP287A","GDP288A","CES275R","CES277R","CES278.R","CPIAUCSL","CPILFESL","PCEPILFE","PSCCOMR","PW561R","PMCP","FYFF","FYGM3","FYGM6","FYGT1","FYGT5","FYGT10","FYAAAC","FYBAAC","Sfygm6","Sfygt1","Sfygt10","sFYAAAC","sFYBAAC","EXRUS","EXRSW","EXRJAN","EXRUK","EXRCAN","FSPCOM","FSPIN","FSDXP","FSPXE","FSDJ","FM1","MZMSL","FM2","FMFBA","FMRRA","FMRNBA","BUSLOANS","CCINRV","GDP263","GDP264","GDP265","GDP266","GDP267","LBOUT","UTL11","HHSNTN"
"52",3.6892,3.7697,3.744,3.7232,3.9756,3.6635,4.0955,3.0661,3.7785,3.2808,4.1356,3.6792,3.9134,4.2317,60.267,3.6501,3.1231,3.8844,3.6136,3.7581,4.2817,10.98,9.984,6.3332,8.2633,9.7506,9.2319,8.8461,10.824,9.5764,8.148,8.9552,8.217,9.4843,55.667,0.811,11.293,11.249,5.9333,12.033,7.7328,7.3552,7.1515,6.5381,6.3716,39.733,2.9333,4.0778,7.6398,7.697,5.6572,6.1492,6.8487,6.2232,3.3016,3.3679,3.0726,4.0791,2.6276,54.967,60.1,51.7,42.467,4.358,2.9422,4.4033,3.5924,3.3786,3.3292,3.9468,3.5764,4.5047,3.7141,3.425,3.3236,4.2047,3.0354,3.2927,3.124,3.1903,3.3636,3.1332,3.5587,3.1905,2.8349,3.4119,3.1379,3.6396,3.6081,3.7932,3.1668,4.0675,3.1512,3.6499,3.7677,3.3666,3.3408,3.3375,3.3222,3.2363,3.285,3.1988,2.6275,2.9443,2.5326,3.7136,3.7658,3.3628,5.9096,3.9896,56.9,4.75,4.23,4.4033,4.7267,5.8,5.89,7.3,8.4133,0.17333,0.49667,1.66,1.41,2.5233,4.6427,1.3748,5.7888,5.5229,0.0026393,4.5686,4.6671,3.19,18.003,6.7508,5.4283,6.25,6.5574,11.14,9.631,9.6118+0i,4.7729,11.829,2.6598,2.6989,4.0459,4.2969,3.8884,4.2343,79.211,78.867
"53",3.7068,3.8111,3.7765,3.7526,4.0013,3.6996,4.117,3.1171,3.8334,3.342,4.1729,3.7191,3.9448,4.2707,65.6,3.6633,3.1471,3.8908,3.6293,3.7685,4.2938,10.992,9.996,6.3983,8.2705,9.7621,9.2481,8.8507,10.835,9.5888,8.1613,8.9773,8.2244,9.4953,60.333,0.89533,11.305,11.262,5.7667,12.267,7.7169,7.2855,7.1391,6.4536,6.4383,39.833,3.1333,4.1424,7.6828,7.7857,5.7777,6.0875,6.9499,6.3964,3.3695,3.4115,3.1053,4.105,2.6641,60,65.133,54.967,50.533,4.4021,2.982,4.4193,3.6024,3.395,3.3398,3.9556,3.5909,4.508,3.7209,3.4355,3.3406,4.2126,3.0229,3.2995,3.1354,3.1994,3.3785,3.1462,3.575,3.1974,2.849,3.4186,3.1512,3.6514,3.6207,3.8048,3.1861,4.0747,3.1653,3.6791,3.7815,3.4342,3.3574,3.3622,3.3148,3.2694,3.3342,3.2186,2.6416,2.9555,2.5472,3.7217,3.7743,3.3728,5.9541,3.9668,75.767,3.54,3.4367,3.8033,4.4067,5.7167,6.0333,7.2333,8.2333,0.36667,0.97,2.5967,1.2,2.2,4.6012,1.3528,5.7262,5.5597,0.0030451,4.6579,4.7613,2.9133,19.28,6.8237,5.4477,6.2716,6.587,11.161,9.6424,9.6391+0i,4.7889,11.856,2.7605,2.8354,4.0495,4.3011,3.8917,4.2441,81.802,88.4
"54",3.7301,3.8302,3.7938,3.7689,4.0121,3.7195,4.1235,3.1496,3.855,3.3736,4.1887,3.74,3.9419,4.2672,63.5,3.682,3.1712,3.915,3.6415,3.7876,4.3009,11.003,10.008,6.3935,8.2821,9.7747,9.2641,8.8581,10.845,9.5976,8.172,8.9864,8.2347,9.5025,63.333,0.95167,11.313,11.271,5.7,12.367,7.7113,7.3183,7.0653,6.3451,6.3986,39.9,3.4333,4.1618,7.6637,7.7148,5.6653,6.1115,6.9272,6.1779,3.4291,3.4292,3.122,4.1106,2.6872,59.767,64,56.267,51.667,4.4199,3.0172,4.4259,3.5956,3.4008,3.3458,3.9613,3.5985,4.5106,3.7286,3.4395,3.3461,4.2166,3.0154,3.3053,3.1432,3.2065,3.3871,3.1559,3.5827,3.2019,2.8572,3.4225,3.1614,3.6579,3.6269,3.8118,3.1985,4.0785,3.1698,3.6869,3.7888,3.4445,3.383,3.3923,3.3265,3.2793,3.3418,3.2303,2.6506,2.9647,2.5586,3.7281,3.7819,3.3795,5.9961,3.9601,71.667,4.3,3.77,4.2333,4.8433,5.9767,6.1433,7.2767,8.2233,0.46333,1.0733,2.3733,1.1333,2.08,4.5924,1.3453,5.7152,5.5596,-0.012022,4.6836,4.794,2.86,18.773,6.8564,5.464,6.2897,6.6118,11.177,9.6656,9.6587+0i,4.8219,11.889,2.7309,2.7992,4.0557,4.3168,3.8896,4.268,82.864,84.167
"55",3.7396,3.8432,3.8108,3.7848,4.0275,3.7477,4.133,3.1698,3.8633,3.3884,4.1931,3.755,3.9332,4.2809,65.6,3.6972,3.1969,3.929,3.6546,3.8012,4.3065,11.011,10.014,6.4047,8.2875,9.7808,9.2731,8.8598,10.853,9.6038,8.1763,8.9943,8.2428,9.5126,67.667,1.024,11.32,11.276,5.5667,11.9,7.7386,7.3011,7.0449,6.4173,6.2816,39.967,3.4667,4.1641,7.7335,7.7713,5.8338,6.1269,6.9657,6.2403,3.443,3.44,3.1373,4.1126,2.7102,62.3,66.367,63.367,53,4.4511,3.1006,4.4319,3.6039,3.41,3.3547,3.9662,3.604,4.5145,3.7349,3.4486,3.3576,4.2178,3.0361,3.3095,3.1532,3.2157,3.3967,3.1665,3.5917,3.2104,2.8697,3.4292,3.1717,3.6684,3.6369,3.8182,3.2117,4.0809,3.1862,3.6907,3.7907,3.4541,3.3992,3.408,3.3442,3.2914,3.349,3.2465,2.6557,2.9649,2.5651,3.7361,3.7895,3.387,6.0154,3.9612,69.5,4.74,4.22,4.7267,5.1533,6.08,6.29,7.2067,8.17,0.50667,0.93333,2.07,0.91667,1.88,4.5945,1.3291,5.7075,5.4993,-0.017017,4.6932,4.8058,2.8433,18.667,6.8511,5.4847,6.3135,6.6449,11.193,9.6771,9.6524+0i,4.8486,11.917,2.7894,2.8198,4.0348,4.2613,3.8977,4.2706,83.417,89.9
"56",3.7558,3.8769,3.8422,3.8184,4.0567,3.802,4.1498,3.2133,3.9,3.4402,4.2202,3.791,3.9875,4.2791,70.467,3.7203,3.2497,3.9461,3.6735,3.819,4.3169,11.024,10.03,6.4107,8.2921,9.7992,9.2986,8.8673,10.864,9.6154,8.1859,9.0086,8.2511,9.5211,75,1.192,11.327,11.283,5.3667,11.5,7.6878,7.2719,6.9626,6.3526,6.1786,39.933,3.6667,4.1992,7.7561,7.7932,5.9072,6.021,7.0184,6.2685,3.4479,3.4853,3.188,4.1283,2.7806,69.133,71.9,76.067,62.967,4.5116,3.1288,4.442,3.6161,3.4217,3.363,3.9625,3.5898,4.519,3.7424,3.46,3.3704,4.2296,3.0571,3.3121,3.1625,3.2245,3.4075,3.1786,3.6016,3.219,2.8775,3.4346,3.1834,3.6826,3.6513,3.8241,3.2309,4.0791,3.2164,3.7131,3.8181,3.4632,3.4214,3.4294,3.3697,3.3112,3.3735,3.2626,2.6669,2.9809,2.5772,3.7464,3.7947,3.3931,6.0575,3.9593,74.833,5.1433,4.8633,5.1733,5.4367,6.1533,6.3733,7.1367,7.9933,0.31,0.57333,1.51,0.76333,1.62,4.6011,1.3318,5.7074,5.4653,-0.011106,4.7365,4.8462,2.75,18.9,6.8962,5.5088,6.3385,6.6775,11.217,9.7066,9.6607+0i,4.8843,11.95,2.8309,2.8639,4.0411,4.258,3.9117,4.2809,85.71,86.6
"57",3.7809,3.9053,3.8667,3.8443,4.0713,3.8312,4.1573,3.2642,3.933,3.494,4.2363,3.8229,3.99,4.2374,69.1,3.7382,3.3115,3.957,3.6833,3.8295,4.3319,11.039,10.049,6.4018,8.3076,9.8197,9.3259,8.8774,10.875,9.628,8.1995,9.0217,8.2614,9.5263,82,1.3843,11.337,11.295,4.9333,10.7,7.6701,7.1821,6.8134,6.2538,5.9661,40,3.8333,4.2322,7.69,7.7742,5.7652,6.2678,6.9878,6.1063,3.5098,3.5269,3.234,4.1604,2.8347,70.433,70.533,85.467,62.167,4.5719,3.2012,4.4526,3.6199,3.4348,3.3752,3.9671,3.5942,4.5229,3.7496,3.4793,3.3998,4.2377,3.0714,3.3181,3.1707,3.2378,3.4199,3.1977,3.6093,3.2278,2.8839,3.4427,3.1835,3.6914,3.661,3.8319,3.2457,4.0829,3.2297,3.7409,3.8573,3.4566,3.4505,3.4595,3.3951,3.3313,3.3898,3.2857,2.6722,2.9885,2.5832,3.762,3.8022,3.4,6.1639,3.9546,86.9,6.5367,5.7,5.9867,6.31,6.58,6.6033,7.22,7.9667,0.28667,0.61,0.90333,0.61667,1.3633,4.565,1.2389,5.6361,5.4884,-0.002807,4.7449,4.8584,2.7733,18.42,6.8937,5.5286,6.3541,6.701,11.242,9.728,9.6327+0i,4.9549,11.996,2.9016,2.909,4.0508,4.2743,3.9162,4.2996,87.654,74.233
"58",3.7924,3.9131,3.873,3.8497,4.069,3.8201,4.1594,3.2916,3.9425,3.5106,4.2393,3.8314,3.9851,4.2212,62.5,3.7376,3.2984,3.9484,3.6942,3.8293,4.3423,11.048,10.06,6.4084,8.3297,9.8291,9.3399,8.8796,10.883,9.6359,8.2081,9.0298,8.2708,9.534,81.667,1.3813,11.348,11.307,4.9333,9.9,7.7268,7.2059,6.6863,6.1384,5.823,40.1,3.8667,4.1801,7.5824,7.6681,5.7027,6.1556,6.7953,6.1619,3.5553,3.5354,3.2739,4.1912,2.8797,65.833,63.467,86.3,60.3,4.5439,3.2482,4.4473,3.6346,3.4513,3.3943,3.9746,3.6033,4.5281,3.7581,3.5079,3.4387,4.2527,3.1064,3.3279,3.1854,3.2479,3.4326,3.2095,3.6228,3.239,2.8982,3.4574,3.2069,3.7088,3.6784,3.8459,3.2668,4.093,3.254,3.7848,3.9071,3.4815,3.5263,3.5373,3.4638,3.3494,3.4049,3.306,2.6679,2.9739,2.5795,3.7827,3.8126,3.4128,6.2782,3.9997,88.4,7.8167,6.6033,6.79,7.0167,6.72,6.8067,7.3067,8.0933,0.18667,0.41333,0.20333,0.5,1.2867,4.521,1.149,5.5793,5.5334,-1.18e-05,4.6767,4.7895,2.99,16.323,6.8245,5.5403,6.3629,6.7173,11.257,9.7241,9.6101+0i,5.0232,12.032,2.9487,2.8798,4.0449,4.2589,3.9179,4.3026,87.536,67.5
"59",3.7871,3.922,3.8813,3.8576,4.0641,3.8085,4.1578,3.3242,3.952,3.5263,4.2367,3.8391,4.0199,4.2128,55.867,3.7412,3.2882,3.9543,3.7002,3.8353,4.3491,11.055,10.067,6.4326,8.3509,9.8316,9.3464,8.8756,10.889,9.6412,8.2175,9.034,8.2784,9.5387,82.333,1.413,11.354,11.313,4.8,9.6,7.7219,7.1752,6.6546,6.1584,5.7159,40.033,3.7667,4.1367,7.4829,7.6089,5.5772,6.0996,6.7856,6.0426,3.5154,3.5325,3.2905,4.2137,2.8931,61.333,56.1,87.333,62.8,4.5237,3.2851,4.447,3.6629,3.4703,3.4124,3.9795,3.6056,4.5338,3.7674,3.5329,3.4773,4.259,3.1243,3.3369,3.2014,3.258,3.4414,3.2196,3.6306,3.2501,2.9114,3.4659,3.2411,3.7295,3.6993,3.8609,3.2941,4.101,3.2875,3.8412,3.972,3.5097,3.5724,3.5813,3.5175,3.3663,3.4243,3.3209,2.6676,2.9672,2.5799,3.8022,3.8228,3.4251,6.4523,4.0441,82.6,10.56,8.3233,8.4067,8.5067,7.3367,7.2067,7.5867,8.4667,0.083333,0.18333,-1.1167,0.38,1.26,4.4932,1.0774,5.58,5.5123,0.0039038,4.6547,4.7705,3.11,15.073,6.8014,5.5518,6.3696,6.7313,11.276,9.7315,9.6057+0i,5.0714,12.062,2.9521,2.8517,4.032,4.2156,3.9284,4.2889,87.324,63.933
"60",3.7966,3.9367,3.8945,3.8728,4.0713,3.8061,4.1696,3.3573,3.9684,3.5444,4.2604,3.8576,3.9878,4.2428,58.8,3.7382,3.2622,3.9506,3.705,3.8353,4.354,11.064,10.074,6.4549,8.351,9.8397,9.3566,8.8804,10.899,9.6495,8.2264,9.0438,8.2842,9.5488,81,1.385,11.365,11.323,4.7667,9.8667,7.7087,7.1668,6.6813,6.1298,5.823,40.067,3.7,4.0878,7.2204,7.4039,5.4567,5.8021,6.593,5.8493,3.5534,3.5224,3.2983,4.2046,2.9106,65.967,63.2,92.767,64.7,4.5363,3.3524,4.4436,3.6906,3.4875,3.4327,3.9825,3.6048,4.539,3.7753,3.5644,3.5113,4.2686,3.22,3.3471,3.2171,3.269,3.459,3.2425,3.6441,3.263,2.9266,3.4784,3.2644,3.7407,3.7118,3.8712,3.3184,4.1035,3.305,3.8909,4.0304,3.5291,3.6441,3.6618,3.5548,3.3858,3.4444,3.3401,2.6639,2.9648,2.5761,3.8272,3.8395,3.4369,6.447,4.1143,94.9,9.9967,7.5,7.6133,7.4133,6.83,6.7533,7.65,8.4367,0.11333,-0.086667,-0.74667,0.89667,1.6833,4.5214,1.1413,5.6165,5.4714,-0.00013598,4.6271,4.7427,3.37,13.603,6.7915,5.5644,6.3751,6.7441,11.297,9.7395,9.6541+0i,5.0868,12.088,3.0002,2.8593,4.0392,4.2162,3.9406,4.2933,88.08,64.667
"61",3.7879,3.9276,3.8813,3.8561,4.0445,3.7372,4.1619,3.3611,3.9638,3.5257,4.2828,3.8494,3.9578,4.2362,53.8,3.7296,3.2364,3.9374,3.7055,3.8282,4.3497,11.068,10.073,6.4743,8.3515,9.8383,9.3539,8.881,10.906,9.6553,8.2408,9.0436,8.2937,9.5557,77.333,1.228,11.37,11.326,5.1333,9.6,7.7895,7.2521,6.7162,6.2019,5.8051,39.9,3.4667,4.0117,7.2277,7.369,5.4567,5.8674,6.5275,5.7515,3.4864,3.4985,3.2972,4.1989,2.9119,60.833,56.567,89.833,59.967,4.5325,3.3713,4.4379,3.7157,3.5077,3.4619,3.9921,3.6074,4.5529,3.7901,3.6098,3.5505,4.2869,3.3915,3.3642,3.2374,3.2761,3.4945,3.3023,3.6626,3.2755,2.9453,3.4914,3.3003,3.7601,3.7303,3.8885,3.3449,4.1158,3.3273,3.9583,4.1041,3.5716,3.7916,3.832,3.6106,3.4079,3.4589,3.3678,2.6474,2.9461,2.5608,3.8565,3.8551,3.4534,6.5726,4.4262,94.3,9.3233,7.6167,7.48,7.3533,7.0267,7.0533,7.8967,8.5433,-0.13667,-0.26333,-0.56333,0.84333,1.49,4.5616,1.1649,5.671,5.4293,-0.020169,4.5609,4.6706,3.7,12.25,6.7501,5.5807,6.3859,6.7623,11.319,9.7503,9.6787+0i,5.119,12.107,3.0128,2.8246,4.06,4.2474,3.9536,4.2794,86.552,52.967
"62",3.7908,3.9286,3.8847,3.8607,4.0487,3.7367,4.1682,3.367,3.9621,3.5259,4.2745,3.8485,4.011,4.3333,52.167,3.7336,3.2423,3.9339,3.7157,3.8307,4.3524,11.071,10.07,6.5016,8.3404,9.8359,9.3544,8.874,10.913,9.6604,8.2475,9.0505,8.2994,9.5622,77.667,1.2137,11.372,11.331,5.2,9.7,7.7958,7.2866,6.8005,6.2903,5.8833,39.5,3.2,3.967,7.0556,7.3234,5.3181,5.8608,6.4625,5.7673,3.4824,3.4841,3.2951,4.1949,2.9106,56.767,53.3,76.567,59.233,4.5367,3.31,4.4375,3.7442,3.5296,3.4893,4.0161,3.6365,4.5754,3.8059,3.6432,3.5748,4.3126,3.4786,3.3976,3.2604,3.2828,3.53,3.3538,3.6866,3.2991,2.97,3.5138,3.3374,3.79,3.7588,3.9196,3.3875,4.1402,3.3504,3.992,4.1413,3.5919,3.9002,3.9568,3.6492,3.436,3.4802,3.401,2.6448,2.9366,2.5596,3.8829,3.8809,3.477,6.5471,4.4424,91.467,11.25,8.1533,8.28,8.69,8.0667,7.5433,8.3633,9.0633,0.12667,0.53667,-0.61,0.82,1.52,4.5225,1.0911,5.6344,5.4796,-0.035211,4.5069,4.6264,3.96,11.02,6.7292,5.5901,6.3935,6.7743,11.342,9.7621,9.6103+0i,5.1904,12.122,3.0603,2.8764,4.0666,4.2456,3.9663,4.2834,85.731,61.6
"63",3.781,3.9244,3.883,3.864,4.0492,3.742,4.1667,3.3762,3.9551,3.5153,4.2648,3.8446,4.0013,4.342,49.3,3.7381,3.2487,3.9359,3.7218,3.8345,4.3489,11.071,10.06,6.53,8.3034,9.8294,9.3488,8.8662,10.92,9.6644,8.253,9.0566,8.3028,9.5712,71.667,1.0293,11.375,11.334,5.6333,9.7667,7.8707,7.3704,6.8756,6.3625,5.9627,39.633,3.3,3.9335,6.824,7.0923,5.1358,5.6982,6.1612,5.562,3.4248,3.4663,3.2834,4.1505,2.9174,51.3,48,62.433,55.533,4.497,3.3672,4.438,3.7829,3.56,3.5157,4.0542,3.6875,4.6067,3.8289,3.6706,3.5982,4.3392,3.4932,3.4441,3.2823,3.2942,3.5551,3.3903,3.7029,3.3265,3.0001,3.5358,3.3633,3.8296,3.7974,3.961,3.4331,4.1795,3.3822,4.0467,4.2034,3.6174,3.9508,4.0138,3.6708,3.4697,3.5127,3.4356,2.6491,2.94,2.5658,3.9107,3.9147,3.5046,6.5649,4.5238,85.833,12.09,8.19,8.5267,9.01,8.46,7.9633,8.9867,9.81,0.33667,0.82,-0.22667,1.0233,1.8467,4.5492,1.0925,5.6952,5.4598,-0.01933,4.3262,4.445,4.9233,8.75,6.5809,5.5989,6.4018,6.785,11.361,9.7654,9.5549+0i,5.2386,12.134,3.0049,2.8588,4.0681,4.2506,3.9653,4.2748,84.73,57.6
"64",3.7771,3.8845,3.8538,3.8392,4.0144,3.6673,4.1485,3.3662,3.9038,3.4643,4.2011,3.8005,4.0023,4.3427,39.533,3.7235,3.1445,3.9217,3.7322,3.8314,4.3322,11.061,10.031,6.5432,8.2724,9.8006,9.3186,8.8394,10.923,9.6633,8.2536,9.057,8.3033,9.5836,59,0.72467,11.369,11.329,6.6,9.8667,7.9952,7.5737,7.0693,6.5793,6.121,39.267,2.8333,3.7924,6.7158,6.9311,4.9393,5.6252,5.9506,5.4057,3.4338,3.4081,3.2552,4.1386,2.8803,37.167,32.5,34.167,45.233,4.3987,3.1426,4.4331,3.7986,3.5902,3.5405,4.0845,3.722,4.6357,3.8528,3.6978,3.6346,4.3521,3.4794,3.484,3.3036,3.3107,3.5745,3.4222,3.7123,3.3533,3.028,3.5582,3.3844,3.867,3.837,4.0055,3.4738,4.2261,3.4089,4.0963,4.2614,3.6337,3.9829,4.0471,3.6989,3.5023,3.5513,3.4639,2.6512,2.938,2.568,3.9409,3.9435,3.5283,6.4894,4.5077,70.467,9.3467,7.36,7.4567,7.6733,7.6533,7.67,9.0167,10.57,0.096667,0.31333,0.31,1.3467,2.9,4.5471,1.0111,5.7036,5.4507,-0.013894,4.2401,4.3504,5.3133,7.7733,6.4389,5.6109,6.4154,6.8002,11.374,9.7671,9.6919+0i,5.2589,12.132,3.0306,2.8487,4.0717,4.2581,3.9658,4.2832,80.511,51.767
"65",3.7651,3.8163,3.7888,3.7737,3.952,3.5351,4.1132,3.2855,3.8321,3.3523,4.1039,3.716,3.9889,4.3385,36,3.732,3.1654,3.9258,3.7411,3.8378,4.3003,11.039,9.9798,6.5767,8.2239,9.7449,9.2571,8.7931,10.922,9.6526,8.2434,9.0503,8.3008,9.5962,50,0.484,11.355,11.314,8.2667,11.4,8.0534,7.875,7.5084,7.0208,6.5563,38.633,2.4,3.7286,6.5811,6.8838,5.0062,5.5413,5.9296,5.2781,3.2415,3.3448,3.1918,4.0858,2.8108,32.233,36.6,17.567,32.7,4.3026,3.0364,4.4396,3.8183,3.613,3.5591,4.1004,3.7336,4.6546,3.8719,3.7129,3.6514,4.3544,3.4829,3.5128,3.3261,3.3316,3.603,3.4733,3.7227,3.3763,3.0499,3.5798,3.4061,3.9024,3.8723,4.0443,3.5029,4.2702,3.4342,4.1242,4.2938,3.646,3.9978,4.0628,3.7108,3.523,3.5734,3.4835,2.6535,2.9387,2.5685,3.9621,3.9646,3.5471,6.3657,4.492,47.867,6.3033,5.75,5.8667,6.3067,7.2733,7.54,8.7067,10.647,0.11667,0.55667,1.79,1.1667,3.1067,4.5152,0.91393,5.6804,5.4773,-0.0014485,4.3671,4.4762,4.7,8.8433,6.5741,5.6171,6.4328,6.8191,11.388,9.7601,9.7474+0i,5.2547,12.134,3.0377,2.7431,4.0837,4.2466,3.995,4.2974,73.515,52.333
"66",3.7723,3.8027,3.7862,3.7791,3.978,3.5915,4.1278,3.2417,3.8064,3.3042,4.1008,3.6986,4.0413,4.3021,49.7,3.7482,3.1837,3.9473,3.7521,3.8544,4.2911,11.031,9.9558,6.5847,8.174,9.7251,9.2287,8.7866,10.923,9.6492,8.2394,9.0518,8.3015,9.6025,50,0.44733,11.354,11.313,8.8667,13.867,7.9882,7.8807,7.8795,7.3287,7.0205,38.767,2.4,3.7499,6.812,6.9763,4.92,5.5334,6.0088,5.6131,3.2046,3.3307,3.1654,4.0473,2.7912,41.267,48.233,23.1,28.867,4.3249,2.9761,4.4475,3.8224,3.6276,3.5717,4.1198,3.7513,4.6691,3.9063,3.7188,3.6513,4.3554,3.5014,3.5321,3.3429,3.3458,3.6184,3.493,3.7346,3.398,3.0725,3.5864,3.423,3.9251,3.8957,4.0699,3.5208,4.3001,3.4515,4.1212,4.2857,3.6624,4.0005,4.062,3.7293,3.5409,3.5874,3.5042,2.6548,2.944,2.571,3.9741,3.9803,3.563,6.3117,4.5335,44,5.42,5.3933,5.7333,6.5267,7.74,8.05,8.8733,10.63,0.34,1.1333,2.6567,0.82333,2.58,4.5212,0.92463,5.678,5.4484,0.021756,4.4895,4.6069,4.1467,10.113,6.7146,5.6322,6.4637,6.8551,11.406,9.7712,9.7635+0i,5.235,12.125,3.0081,2.6596,4.0761,4.2385,3.9876,4.3133,71.811,67.7
"67",3.7891,3.8274,3.8129,3.8085,4.0228,3.6726,4.1584,3.2374,3.8288,3.3212,4.1657,3.7306,4.0274,4.3504,59.733,3.7623,3.2465,3.9555,3.7579,3.8616,4.3002,11.038,9.9593,6.594,8.172,9.7293,9.2255,8.8023,10.931,9.6569,8.2455,9.0641,8.307,9.6059,53,0.49133,11.364,11.323,8.4667,15.567,7.9572,7.7545,7.9737,7.2537,7.3068,39.3,2.7333,3.8173,6.9334,7.1309,5.0835,5.7725,6.1542,5.6926,3.2858,3.3555,3.1747,4.0533,2.8023,51,59.7,35.867,28.967,4.3949,3.0092,4.4456,3.8294,3.6461,3.5904,4.1309,3.7654,4.6778,3.9171,3.7395,3.6727,4.3634,3.5595,3.5399,3.3618,3.3601,3.6356,3.5141,3.7485,3.4179,3.094,3.5954,3.4484,3.9367,3.9074,4.0825,3.5294,4.3149,3.4609,4.1182,4.2779,3.6776,3.9779,4.031,3.7419,3.5576,3.6062,3.5194,2.6525,2.9347,2.5722,3.9939,3.9933,3.5781,6.3376,4.5719,65.133,6.16,6.33,6.7867,7.52,8.2067,8.2967,8.9133,10.583,0.45667,1.19,1.9667,0.61667,2.2867,4.5655,0.98098,5.6974,5.3601,0.030396,4.473,4.5884,4.2567,10.587,6.7215,5.6507,6.4946,6.8908,11.427,9.7818,9.7646+0i,5.2214,12.124,2.9911,2.7394,4.0936,4.2633,3.9999,4.3229,73.715,70.5
"68",3.8022,3.849,3.8291,3.8244,4.041,3.6932,4.1754,3.2512,3.8563,3.3463,4.2111,3.7559,3.9979,4.3591,61.567,3.7727,3.2753,3.9585,3.7694,3.8684,4.3172,11.048,9.9747,6.6061,8.1916,9.7439,9.2355,8.824,10.938,9.6629,8.2537,9.072,8.3137,9.6102,55.333,0.52533,11.368,11.329,8.3,16.167,7.9424,7.7447,7.9309,7.1085,7.3522,39.6,2.8,3.8601,7.0022,7.2017,5.052,5.8191,6.257,5.79,3.3141,3.3739,3.1838,4.0538,2.816,54.967,63.167,44.267,40.3,4.4089,2.9619,4.4455,3.8475,3.6637,3.6072,4.1469,3.7854,4.6903,3.9319,3.7536,3.6892,4.368,3.5779,3.5527,3.3813,3.3782,3.6623,3.5487,3.7688,3.4476,3.1229,3.6068,3.4557,3.9504,3.9225,4.0966,3.5414,4.3301,3.4788,4.1243,4.2826,3.6893,3.9792,4.0283,3.7608,3.5788,3.6337,3.536,2.6498,2.9237,2.5728,4.0122,4.0104,3.5942,6.2804,4.5815,70.167,5.4133,5.6267,5.9667,6.68,7.8433,8.0633,8.81,10.58,0.34,1.0533,2.4367,0.74667,2.5167,4.5783,0.97458,5.7154,5.3193,0.017461,4.4899,4.6034,4.1433,11.453,6.7324,5.6575,6.5132,6.9147,11.443,9.7843,9.7771+0i,5.2162,12.141,3.0461,2.7914,4.102,4.2658,4.0126,4.3249,75.157,71.267
"69",3.8244,3.8794,3.8525,3.8473,4.0624,3.7295,4.1907,3.2801,3.8944,3.4035,4.2374,3.7888,4.0134,4.3942,64.567,3.7924,3.3259,3.9781,3.7802,3.884,4.3336,11.064,9.9938,6.6134,8.2125,9.7631,9.2579,8.8383,10.949,9.6772,8.2641,9.0884,8.32,9.6144,59.333,0.59767,11.382,11.343,7.7333,16.467,7.9103,7.6222,7.8469,6.9402,7.3295,39.9,3.0667,3.9574,7.0758,7.2738,5.193,5.9063,6.322,5.823,3.4123,3.4147,3.2021,4.0808,2.8296,59.567,64.7,55.6,46.733,4.4587,3.003,4.4559,3.8548,3.6749,3.6182,4.16,3.8033,4.7002,3.9407,3.7573,3.6897,4.377,3.5689,3.5686,3.398,3.3941,3.6878,3.5691,3.7983,3.4773,3.1416,3.6169,3.4636,3.959,3.9319,4.1077,3.547,4.3441,3.4844,4.1387,4.2952,3.7099,3.9957,4.0479,3.7647,3.5927,3.6454,3.5516,2.6597,2.9252,2.5843,4.0236,4.0289,3.6093,6.2596,4.5224,72.567,4.8267,4.9167,5.26,5.9767,7.4667,7.7533,8.5567,10.257,0.34333,1.06,2.8367,0.80333,2.5033,4.581,0.94757,5.7113,5.2979,-0.0047241,4.6004,4.7159,3.7067,13.003,6.8703,5.6721,6.5441,6.946,11.462,9.785,9.781+0i,5.2093,12.168,3.0391,2.8522,4.1044,4.2564,4.0234,4.3388,77.195,79.733
