"","GDP251","IPS10","IPS11","IPS299","IPS12","IPS13","IPS18","IPS25","IPS32","IPS34","IPS38","IPS43","IPS307","IPS306","PMP","GDP252","GDP253","GDP254","GDP255","GDP252b","LBMNU","CES002","CES003","CES006","CES011","CES015","CES017","CES033","CES046","CES048","CES049","CES053","CES088","CES140","LHEL","LHELX","LHEM","LHNAG","LHUR","LHU680","LHU5","LHU14","LHU15","LHU26","LHU27","CES151","CES155","GDP261","HSBR","HSFR","HSNE","HSMW","HSSOU","HSWST","GDP256","GDP257","GDP258","GDP259","GDP260","PMI","PMNO","PMDEL","PMNV","MOCMQ","MSONDQ","LBPUR7","LBLCPU","GDP272A","GDP273A","GDP274A","GDP274_1","GDP274_2","GDP274_3","GDP275A","GDP275_1","GDP275_2","GDP275_3","GDP275_4","GDP276A","GDP276_1","GDP276_2","GDP276_3","GDP276_4","GDP276_5","GDP276_6","GDP276_7","GDP276_8","GDP277A","GDP278A","GDP279A","GDP280A","GDP281A","GDP282A","GDP284A","GDP284_1","GDP284_2","GDP285A","GDP285_1","GDP285_2","GDP286A","GDP287A","GDP288A","CES275R","CES277R","CES278.R","CPIAUCSL","CPILFESL","PCEPILFE","PSCCOMR","PW561R","PMCP","FYFF","FYGM3","FYGM6","FYGT1","FYGT5","FYGT10","FYAAAC","FYBAAC","Sfygm6","Sfygt1","Sfygt10","sFYAAAC","sFYBAAC","EXRUS","EXRSW","EXRJAN","EXRUK","EXRCAN","FSPCOM","FSPIN","FSDXP","FSPXE","FSDJ","FM1","MZMSL","FM2","FMFBA","FMRRA","FMRNBA","BUSLOANS","CCINRV","GDP263","GDP264","GDP265","GDP266","GDP267","LBOUT","UTL11","HHSNTN"
"1",3.1936,3.2188,3.1892,3.164,3.4074,2.9261,3.5919,2.4164,3.2355,2.8158,3.37,3.1248,3.0043,3.8147,70.733,3.1198,2.3556,3.5003,3.0094,3.2847,4.0963,10.706,9.8479,6.5612,8.0048,9.624,9.0879,8.7445,10.429,9.2907,7.8615,8.5917,7.7926,9.0018,34,0.64033,11.066,10.975,5.8333,15.7,7.3324,7.0405,7.1658,6.3214,6.6039,39.833,2.6333,3.6235,7.3419,7.4073,5.8348,6.0973,6.2252,5.8749,2.699,2.7292,2.3384,3.5624,1.764,66.133,69.9,65.133,53.133,3.9083,2.2706,4.1221,3.2948,3.0292,3.0114,3.8187,3.4376,4.4148,3.5053,3.12,2.9923,3.8896,2.8173,3.0237,2.7325,2.9128,3.0549,2.9246,3.1793,2.7229,2.2556,2.9645,2.695,3.3787,3.3369,3.5516,2.7613,3.9222,2.8106,3.3745,3.5229,3.0063,3.0813,3.118,2.9735,2.7388,2.8084,2.6708,2.353,2.4912,2.3133,3.3671,3.399,3.0385,6.1735,4.1743,64.867,2.57,2.7733,3.1167,3.5033,3.9867,3.99,4.13,4.87,0.34333,0.73,1.2167,0.14,0.88,4.6564,1.4624,5.8857,5.6382,-0.029875,4.0166,4.0799,3.27,19.677,6.3925,4.9369,5.6208,5.6624,10.61,9.3154,9.2644+0i,3.5761,10.81,1.9185,1.8958,3.7105,4.2048,3.2947,3.8633,81.372,95.8
"2",3.2195,3.2662,3.2198,3.1934,3.4271,2.9631,3.6061,2.483,3.3048,2.906,3.4211,3.1719,3.0236,3.8094,70.767,3.1366,2.3937,3.5089,3.0287,3.2974,4.1153,10.723,9.8715,6.5654,8.0361,9.647,9.1214,8.7525,10.438,9.3016,7.8728,8.6012,7.8025,9.0053,38.667,0.82133,11.079,10.985,5.1,14.833,7.3121,6.8745,6.8967,6.0022,6.371,40.2,2.9,3.6583,7.3225,7.3332,5.5722,5.8944,6.2416,5.9679,2.7801,2.7611,2.3686,3.5927,1.7941,66.5,67,63.833,64.267,3.9162,2.3436,4.1304,3.2913,3.0307,3.0138,3.8226,3.4444,4.4176,3.5033,3.1221,2.9906,3.8926,2.8288,3.0311,2.7349,2.9194,3.0598,2.9287,3.1855,2.734,2.2646,2.975,2.6805,3.3826,3.3407,3.5573,2.7671,3.9278,2.8113,3.3755,3.5175,3.0244,3.0828,3.1211,2.972,2.736,2.8026,2.6723,2.3661,2.5009,2.3253,3.3688,3.4045,3.0425,6.1983,4.1727,66.067,3.0833,3,3.3733,3.9167,4.3233,4.2567,4.3533,4.9533,0.37333,0.91667,1.2567,0.096667,0.69667,4.6537,1.463,5.8857,5.64,-0.038879,4.0519,4.1204,3.2333,19.72,6.44,4.9454,5.6349,5.6772,10.615,9.3101,9.2361+0i,3.6073,10.841,1.9513,1.9462,3.7257,4.2285,3.2974,3.8697,84.559,97.2
"3",3.2188,3.2244,3.2222,3.2069,3.4382,2.9656,3.6193,2.5026,3.1953,2.7217,3.4248,3.1312,3.0564,3.7882,57.7,3.1478,2.4139,3.5145,3.0435,3.3064,4.1123,10.722,9.8632,6.5244,8.0308,9.6395,9.1037,8.7596,10.443,9.3062,7.8857,8.6089,7.8098,9.0116,41,0.838,11.08,10.992,5.2667,13.9,7.3778,7.0432,6.7923,6.0323,6.1619,39.933,2.8333,3.6392,7.2742,7.317,5.5121,5.8889,6.2583,5.926,2.7073,2.7732,2.3997,3.6219,1.8263,54.967,53.133,58,51.733,3.8654,2.3587,4.132,3.2981,3.0335,3.019,3.8222,3.4429,4.4184,3.5039,3.1274,2.9945,3.8971,2.8317,3.0429,2.7417,2.9232,3.0751,2.9404,3.204,2.7425,2.2728,2.9884,2.6839,3.3854,3.3434,3.5618,2.771,3.9326,2.8111,3.3837,3.5188,3.052,3.0861,3.126,2.9717,2.7309,2.7941,2.6724,2.3625,2.5131,2.3186,3.3739,3.4089,3.0486,6.1809,4.1618,61.033,3.5767,3.54,4.13,4.6033,4.6833,4.5033,4.4733,5.1167,0.59,1.0633,0.96333,-0.03,0.61333,4.6574,1.4624,5.8859,5.6377,-0.046533,4.073,4.1441,3.17,18.637,6.4815,4.9525,5.6485,5.6907,10.621,9.3178,9.2278+0i,3.6472,10.879,1.9824,1.957,3.7381,4.2489,3.2983,3.8757,80.499,96.667
"4",3.2223,3.2292,3.2171,3.1958,3.4279,2.9126,3.6246,2.4811,3.2189,2.7621,3.415,3.1348,3.0802,3.8041,54.667,3.1492,2.3618,3.5213,3.0565,3.3156,4.1125,10.724,9.8602,6.5202,8.0173,9.6385,9.1018,8.7597,10.451,9.3094,7.8906,8.6138,7.8175,9.0247,40,0.77033,11.081,10.994,5.6,13.033,7.4485,7.0953,6.8334,6.1413,6.1392,39.7,2.6667,3.6097,7.2079,7.2844,5.5294,5.8348,6.2377,5.8627,2.7403,2.7598,2.3957,3.6145,1.8245,52.833,54.633,55.6,43.867,3.8575,2.3362,4.1356,3.3095,3.0375,3.0241,3.8216,3.4419,4.418,3.5044,3.1313,2.9952,3.899,2.8545,3.0477,2.7503,2.9292,3.0847,2.9505,3.2133,2.7473,2.2856,2.9995,2.6942,3.3872,3.3449,3.5637,2.7717,3.9354,2.8118,3.3944,3.5293,3.0636,3.0959,3.1399,2.9726,2.7329,2.7961,2.6742,2.3603,2.5223,2.315,3.38,3.4155,3.0542,6.1575,4.1462,63.933,3.99,4.23,4.64,4.9167,4.8267,4.5833,4.57,5.2733,0.41,0.68667,0.35333,-0.013333,0.69,4.6577,1.4666,5.8867,5.6357,-0.051469,4.0564,4.1275,3.2267,17.273,6.4796,4.9438,5.6537,5.6942,10.618,9.3122,9.2273+0i,3.667,10.916,1.9547,1.9309,3.7272,4.2343,3.2929,3.8783,80.076,96.867
"5",3.2443,3.2877,3.2523,3.2324,3.4661,3.0351,3.6323,2.527,3.3122,2.9084,3.4431,3.1983,3.0878,3.8052,60.967,3.1581,2.3953,3.5208,3.0683,3.3199,4.1186,10.737,9.8776,6.5348,8.0014,9.6627,9.1395,8.7646,10.461,9.3174,7.8945,8.6247,7.826,9.0343,40.333,0.84333,11.085,11.001,5.1333,13.2,7.3641,6.972,6.8079,6.132,6.0973,39.733,2.8333,3.638,6.9518,7.2133,5.4366,5.7547,6.1605,5.824,2.8448,2.794,2.4334,3.6552,1.8604,53.867,56.7,35.567,51.867,3.8625,2.2984,4.1556,3.3078,3.0399,3.0261,3.8199,3.4337,4.4211,3.5088,3.1316,2.9963,3.9015,2.8418,3.0506,2.7553,2.9317,3.0932,2.9605,3.2204,2.7542,2.2857,3.0058,2.7022,3.388,3.3462,3.5639,2.7752,3.9334,2.8147,3.3955,3.5284,3.0701,3.0934,3.1373,2.9706,2.737,2.7961,2.6838,2.3811,2.541,2.3383,3.3809,3.4199,3.0567,6.1456,4.1437,60.667,3.9333,3.8733,4.2167,4.57,4.64,4.4867,4.5533,5.31,0.34333,0.69667,0.61333,0.066667,0.82333,4.658,1.4664,5.8876,5.6358,-0.04919,4.0303,4.0976,3.4067,16.803,6.4483,4.9409,5.6601,5.6994,10.614,9.2984,9.2243+0i,3.6964,10.94,2.0733,1.9678,3.7071,4.1879,3.3101,3.9051,84.471,102.97
"6",3.2393,3.2658,3.2504,3.2324,3.4714,3.0187,3.6455,2.5176,3.2616,2.825,3.4339,3.1719,3.1072,3.8256,47.767,3.1704,2.4181,3.5324,3.0778,3.3307,4.1204,10.738,9.8706,6.5322,8.009,9.6528,9.1229,8.7644,10.469,9.3246,7.8978,8.634,7.8335,9.0438,37.667,0.765,11.098,11.013,5.2333,12.133,7.4561,6.9903,6.7441,6.0951,6.0047,39.667,2.4333,3.5521,6.9164,7.146,5.3644,5.7137,6.0958,5.7312,2.7372,2.7737,2.4488,3.667,1.8779,44.1,49,32,43.967,3.8474,2.3377,4.1555,3.3282,3.0443,3.0316,3.8183,3.4273,4.423,3.512,3.1381,3.0067,3.9068,2.8415,3.0507,2.762,2.9343,3.1005,2.9684,3.227,2.7562,2.3018,3.0095,2.7121,3.3897,3.3482,3.5649,2.7691,3.9389,2.8185,3.3941,3.527,3.0692,3.0942,3.1376,2.9725,2.7406,2.7989,2.6885,2.3801,2.5406,2.3344,3.3869,3.4221,3.0606,6.159,4.1398,56.667,3.6967,2.9933,3.29,3.87,4.3,4.26,4.4533,5.2467,0.29667,0.87667,1.2667,0.19333,0.98667,4.6639,1.4647,5.8879,5.637,-0.025865,4.0266,4.0908,3.46,16.23,6.4404,4.9388,5.6671,5.7074,10.613,9.2901,9.2417+0i,3.7225,10.968,2.1348,1.9742,3.7152,4.1841,3.3343,3.8849,81.318,99.133
"7",3.2408,3.2492,3.2346,3.2194,3.4596,2.9792,3.644,2.486,3.2403,2.7962,3.4208,3.1533,3.1222,3.8327,49.5,3.1663,2.4101,3.5254,3.0782,3.3266,4.1147,10.732,9.858,6.5143,7.999,9.64,9.106,8.7576,10.468,9.3193,7.9007,8.6291,7.841,9.0442,35,0.66767,11.098,11.009,5.5333,12.567,7.4446,7.1131,6.8494,6.25,6.0529,39.333,2.3667,3.5213,6.9001,7.1006,5.3327,5.6824,6.0379,5.6802,2.731,2.7466,2.4236,3.669,1.8351,45.567,50.6,37.033,40.6,3.8631,2.2964,4.1606,3.3315,3.0489,3.0355,3.8149,3.4184,4.4236,3.5145,3.1412,3.0072,3.9105,2.862,3.0511,2.7693,2.9389,3.1047,2.9726,3.2312,2.761,2.3148,3.0166,2.7233,3.389,3.3476,3.5639,2.7644,3.9403,2.8187,3.3989,3.5319,3.0733,3.0996,3.1399,2.9846,2.7512,2.8142,2.6929,2.3806,2.5529,2.3351,3.3874,3.421,3.0646,6.1461,4.1358,49.633,2.9367,2.36,2.71,3.0733,3.6733,3.8333,4.3133,5.1033,0.35,0.71333,1.4733,0.48,1.27,4.6623,1.461,5.8833,5.6385,-0.026686,4.0203,4.0785,3.49,16.147,6.4235,4.9481,5.6829,5.7251,10.619,9.3123,9.2851+0i,3.7313,10.986,2.1092,1.9441,3.7391,4.2148,3.3491,3.8869,78.899,97.167
"8",3.2278,3.2248,3.2226,3.208,3.453,2.9522,3.6448,2.4583,3.1974,2.7294,3.4003,3.1252,3.1338,3.8275,48.1,3.1674,2.3829,3.5263,3.0885,3.3312,4.1054,10.724,9.8398,6.503,7.9787,9.6222,9.0819,8.7486,10.468,9.3143,7.8964,8.6264,7.8458,9.0523,31.333,0.52933,11.095,11.007,6.2667,13.267,7.5294,7.2243,7.0772,6.4425,6.322,38.8,2.1667,3.52,6.8745,7.0775,5.4985,5.581,5.9305,5.7004,2.5996,2.7426,2.4182,3.7064,1.8007,44.867,48.6,38.067,40.233,3.8408,2.2774,4.1585,3.3489,3.0533,3.0402,3.8129,3.4135,4.4233,3.5165,3.1463,3.0154,3.9124,2.8637,3.0522,2.7755,2.943,3.1071,2.9737,3.2344,2.7694,2.3251,3.0231,2.7321,3.387,3.3455,3.5601,2.7575,3.9386,2.8199,3.3956,3.528,3.0724,3.0969,3.1326,2.9909,2.7595,2.8257,2.6967,2.3833,2.557,2.3335,3.3938,3.4264,3.0683,6.1157,4.1322,46.167,2.2967,2.3067,2.63,2.9933,3.7467,3.8867,4.32,5.0967,0.32333,0.68667,1.58,0.43333,1.21,4.6641,1.4603,5.8846,5.6386,-0.020849,4.0134,4.0719,3.5067,17.36,6.3931,4.9476,5.6977,5.7396,10.623,9.3285,9.3173+0i,3.7424,10.999,2.1299,1.8958,3.7459,4.2183,3.3605,3.8792,75.852,94.033
"9",3.2338,3.2095,3.2108,3.1934,3.4378,2.8764,3.6485,2.4425,3.1767,2.6841,3.4086,3.1078,3.1437,3.8453,50.633,3.1673,2.3222,3.5328,3.0991,3.3393,4.0998,10.715,9.8231,6.4735,7.9733,9.6039,9.0537,8.7438,10.468,9.3083,7.8918,8.6231,7.8502,9.058,30,0.46467,11.093,11.007,6.8,13.8,7.5642,7.2816,7.2459,6.6012,6.5018,39.233,2.1,3.5239,6.8841,7.1231,5.3,5.696,6.073,5.7312,2.6241,2.7299,2.3968,3.7019,1.7673,45.533,50.367,40.8,38.667,3.8122,2.2861,4.1654,3.3456,3.0545,3.0419,3.8129,3.414,4.4219,3.5177,3.1482,3.0188,3.9134,2.8606,3.053,2.7773,2.9451,3.1089,2.9768,3.2355,2.7769,2.3281,3.0295,2.7298,3.3854,3.3435,3.5587,2.7575,3.9363,2.8167,3.4004,3.5367,3.0646,3.0978,3.131,2.997,2.7601,2.823,2.7018,2.3831,2.5664,2.3334,3.3958,3.4286,3.0696,6.1357,4.1308,49.867,2.0033,2.35,2.5367,2.8733,3.6433,3.7867,4.27,5.0633,0.18667,0.52333,1.4367,0.48333,1.2767,4.6653,1.4623,5.8832,5.6352,-0.0099157,4.1272,4.1833,3.1467,19.573,6.4784,4.9525,5.7147,5.7567,10.619,9.3255,9.3175+0i,3.7503,11.01,2.1229,1.8909,3.7589,4.217,3.3924,3.8897,73.828,95.1
"10",3.2524,3.2484,3.2377,3.2194,3.4745,2.9768,3.6656,2.4526,3.2348,2.7642,3.4489,3.1494,3.1667,3.8189,64.533,3.1822,2.3432,3.5432,3.1171,3.3527,4.0974,10.717,9.8268,6.4624,7.9674,9.61,9.0633,8.7452,10.471,9.3053,7.8897,8.6184,7.8555,9.0665,31.333,0.47167,11.091,11.01,7,15.767,7.4802,7.2626,7.4055,6.6619,6.7604,39.333,2.2333,3.5274,6.9402,7.1378,5.482,5.5822,6.124,5.6904,2.6965,2.7445,2.4173,3.6849,1.814,58.2,65.5,48.233,42.433,3.8879,2.2804,4.1797,3.3313,3.0563,3.0417,3.8181,3.4255,4.4221,3.5188,3.1429,3.0144,3.9114,2.8343,3.0537,2.7811,2.9502,3.1113,2.9793,3.2378,2.7861,2.3302,3.0319,2.7319,3.3859,3.3442,3.5576,2.7596,3.9332,2.8206,3.4135,3.5519,3.0713,3.0964,3.1268,3.0009,2.7656,2.8257,2.711,2.3964,2.5836,2.3474,3.3955,3.4318,3.0727,6.148,4.1352,52.267,1.7333,2.3033,2.4867,2.9367,3.6167,3.79,4.2833,5.0167,0.18333,0.63333,1.4867,0.49333,1.2267,4.6631,1.4644,5.8904,5.6326,-0.0060516,4.1894,4.2459,2.9533,21.067,6.5364,4.9598,5.7307,5.775,10.617,9.313,9.3066+0i,3.755,11.005,2.1089,1.9034,3.7612,4.226,3.3856,3.9238,76.354,97.767
"11",3.2685,3.2798,3.2587,3.2382,3.4936,3.0092,3.6791,2.4721,3.2821,2.838,3.477,3.1837,3.1794,3.8486,66.5,3.1871,2.3674,3.5438,3.121,3.3546,4.1033,10.726,9.8362,6.4686,7.9728,9.6203,9.0787,8.7484,10.479,9.31,7.8957,8.6238,7.8626,9.0781,34,0.52967,11.092,11.01,6.7667,16.8,7.4861,7.2054,7.4206,6.6307,6.8156,39.5,2.5333,3.5801,7.0151,7.2143,5.5835,5.6033,6.2113,5.7777,2.7773,2.7681,2.4254,3.6852,1.8274,60.633,65.633,50.233,52.033,3.914,2.3656,4.1832,3.3255,3.0589,3.0453,3.8229,3.4381,4.4205,3.5198,3.1454,3.0135,3.9163,2.8568,3.0527,2.7857,2.9536,3.1107,2.9763,3.2389,2.7916,2.3374,3.0396,2.7392,3.3855,3.3436,3.5566,2.7609,3.9306,2.8209,3.4116,3.5471,3.0785,3.0952,3.1261,2.9987,2.7676,2.824,2.7179,2.4029,2.5835,2.3529,3.3994,3.4361,3.077,6.1294,4.1309,52.333,1.6833,2.3033,2.5967,3.0133,3.9,3.98,4.4367,5.1067,0.29333,0.71,1.6767,0.45667,1.1267,4.6736,1.4625,5.8918,5.6351,0.031692,4.2022,4.2567,2.9433,21.59,6.5607,4.9656,5.7447,5.7917,10.626,9.3251,9.3204+0i,3.7627,11.013,2.1035,1.9677,3.7807,4.2539,3.3941,3.934,78.414,98.267
"12",3.2887,3.3143,3.2895,3.2722,3.5237,3.0608,3.7021,2.5012,3.3212,2.878,3.5228,3.2194,3.2019,3.8682,63.567,3.207,2.4163,3.5578,3.1388,3.3701,4.1159,10.734,9.8471,6.4633,7.987,9.6315,9.0926,8.7558,10.486,9.3133,7.8982,8.6286,7.8688,9.0845,37.667,0.64333,11.097,11.017,6.2,16.233,7.4545,7.1261,7.2513,6.4531,6.6533,39.967,2.7667,3.6131,7.0435,7.2359,5.5504,5.6653,6.2186,5.8299,2.7942,2.8012,2.4584,3.68,1.8856,61.8,68.933,53.1,55.8,3.9655,2.3575,4.1889,3.3228,3.0615,3.0464,3.8215,3.4368,4.4179,3.5212,3.1448,3.0135,3.9158,2.8512,3.0527,2.7893,2.9539,3.1131,2.9769,3.2426,2.796,2.344,3.0441,2.7462,3.3857,3.3437,3.5571,2.7645,3.9292,2.82,3.419,3.555,3.0842,3.0947,3.1254,2.9984,2.7743,2.8297,2.726,2.4104,2.5967,2.3623,3.4009,3.4393,3.0788,6.1174,4.129,54.567,2.4,2.46,2.7467,3.1,3.8433,3.9733,4.41,5.1133,0.28667,0.64,1.5133,0.43667,1.14,4.6743,1.4634,5.8918,5.6395,0.035785,4.2524,4.3038,2.8633,21.517,6.5775,4.9747,5.7629,5.8091,10.64,9.347,9.3382+0i,3.7789,11.03,2.134,1.9913,3.8023,4.2712,3.4214,3.9449,80.641,97.733
"13",3.3066,3.3291,3.3019,3.2875,3.5302,3.0732,3.7074,2.5226,3.3385,2.9028,3.5297,3.2342,3.2211,3.8803,66,3.2176,2.4384,3.5667,3.1478,3.379,4.1196,10.742,9.8549,6.4573,7.9848,9.6418,9.1065,8.761,10.493,9.3187,7.9072,8.6348,7.8749,9.0912,39.333,0.737,11.103,11.022,5.6333,15.433,7.4037,7.0115,7.1014,6.3069,6.5003,39.733,2.8,3.6309,7.0475,7.2157,5.5121,5.5785,6.2272,5.8348,2.852,2.8224,2.4815,3.6984,1.9116,60.867,60.433,56.767,58.367,3.9734,2.3971,4.2011,3.3221,3.0672,3.0507,3.8212,3.4376,4.416,3.5237,3.1486,3.0217,3.912,2.8481,3.0553,2.7956,2.9591,3.1152,2.9775,3.2459,2.8023,2.3512,3.0509,2.7561,3.3863,3.3443,3.5572,2.7661,3.9281,2.8217,3.4207,3.5509,3.104,3.0834,3.1088,2.9973,2.7848,2.8383,2.7391,2.4145,2.5983,2.3683,3.4047,3.4415,3.0825,6.1209,4.1254,56.2,2.4567,2.7233,2.9133,3.2067,3.8367,4.0167,4.41,5.0633,0.19,0.48333,1.2933,0.39333,1.0467,4.6771,1.4652,5.8914,5.6396,0.046788,4.2465,4.3015,2.9567,20.633,6.5659,4.9811,5.7799,5.8296,10.642,9.337,9.3298+0i,3.7962,11.046,2.1316,2.0212,3.8201,4.3075,3.4143,3.9547,81.186,101.9
"14",3.3174,3.3388,3.3227,3.3093,3.5472,3.1074,3.718,2.5454,3.3331,2.8899,3.5424,3.2446,3.2399,3.8916,55.833,3.2297,2.4639,3.5714,3.1636,3.3881,4.1314,10.751,9.8643,6.445,8.0067,9.6498,9.1168,8.7658,10.502,9.3263,7.9148,8.6434,7.8817,9.1005,39.333,0.75333,11.106,11.028,5.5333,15.167,7.3715,7.0142,7.0136,6.2226,6.4096,40.1,2.8,3.6617,7.0707,7.2932,5.63,5.6756,6.2474,5.9489,2.8421,2.8522,2.5108,3.7341,1.9369,52.7,54.467,45.3,50.067,3.9459,2.3906,4.2039,3.3303,3.0698,3.0544,3.8238,3.445,4.4136,3.525,3.1519,3.0253,3.9155,2.8549,3.0554,2.8,2.9607,3.1172,2.9766,3.2499,2.8092,2.3594,3.0532,2.7641,3.3869,3.3452,3.5586,2.7695,3.9282,2.8216,3.4112,3.5368,3.1079,3.085,3.107,3.0062,2.7884,2.8413,2.7437,2.4165,2.6062,2.3676,3.4085,3.4457,3.0862,6.0858,4.1217,52.433,2.6067,2.7167,2.8033,3.0167,3.6333,3.8733,4.2967,5.0133,0.086667,0.3,1.1567,0.42333,1.14,4.6833,1.4656,5.8916,5.6389,0.070893,4.1307,4.1809,3.3833,17.29,6.4545,4.9877,5.7965,5.8506,10.65,9.3367,9.3298+0i,3.8162,11.075,2.2231,2.0426,3.8254,4.3115,3.4215,3.9604,81.336,96.933
"15",3.3266,3.3494,3.3367,3.3227,3.556,3.1146,3.7263,2.5667,3.3392,2.8939,3.5509,3.256,3.2681,3.8814,53.2,3.2378,2.4726,3.5788,3.1725,3.3961,4.1294,10.754,9.8662,6.43,8.0158,9.6509,9.1188,8.7657,10.507,9.326,7.9185,8.6456,7.8876,9.1116,38.333,0.72333,11.111,11.035,5.5667,14.4,7.4329,7.0823,6.9804,6.2383,6.3339,40.1,2.7667,3.6609,7.0934,7.2657,5.5308,5.6348,6.2331,5.9627,2.8596,2.8603,2.5236,3.7602,1.9413,50.167,53.033,44.633,43.833,3.9736,2.3753,4.2079,3.3248,3.0725,3.0569,3.826,3.4515,4.4111,3.527,3.1537,3.0282,3.9203,2.8506,3.0545,2.8034,2.9649,3.1207,2.9795,3.2539,2.807,2.3641,3.0592,2.7666,3.3867,3.3448,3.5583,2.7685,3.9285,2.8212,3.4106,3.5353,3.1097,3.0815,3.099,3.0122,2.7929,2.8478,2.7455,2.4223,2.6141,2.3709,3.4114,3.4489,3.0889,6.0641,4.1189,48.233,2.8467,2.84,3,3.1833,3.7367,3.99,4.3367,5.0467,0.16,0.34333,1.15,0.34667,1.0567,4.6841,1.4635,5.8888,5.6361,0.075169,4.0575,4.103,3.6167,15.66,6.3865,4.9868,5.8097,5.866,10.657,9.3394,9.3307+0i,3.838,11.097,2.1656,2.0551,3.8478,4.341,3.4341,3.9744,81.56,94.367
"16",3.329,3.3578,3.3423,3.3297,3.5598,3.126,3.7277,2.5715,3.3494,2.9081,3.5545,3.2654,3.2744,3.9014,58.067,3.2519,2.5179,3.5848,3.1855,3.4049,4.123,10.756,9.8658,6.4167,8.0146,9.6512,9.1209,8.7633,10.513,9.3287,7.9176,8.6498,7.8944,9.1191,37,0.70167,11.112,11.038,5.5333,13.667,7.459,7.0303,6.9537,6.3309,6.1848,39.867,2.7667,3.6596,7.1047,7.3607,5.6058,5.7387,6.3852,5.9848,2.825,2.8554,2.5168,3.7356,1.9459,54.067,57.033,48.5,49.267,3.9871,2.4343,4.2149,3.3272,3.076,3.0599,3.8221,3.4437,4.4101,3.5274,3.1588,3.0329,3.9214,2.8722,3.0559,2.8061,2.9664,3.1217,2.9758,3.2583,2.8059,2.3698,3.0665,2.771,3.3856,3.3437,3.5572,2.7715,3.9247,2.8198,3.412,3.5362,3.1127,3.0868,3.0977,3.0309,2.8018,2.8587,2.7516,2.4249,2.6203,2.3738,3.4138,3.451,3.0903,6.0659,4.1175,46.1,2.9233,2.8133,2.88,2.9967,3.6,3.9033,4.2567,4.9567,0.066667,0.18333,1.09,0.35333,1.0533,4.6826,1.4628,5.8817,5.6356,0.073684,4.0879,4.1333,3.5367,16.47,6.4286,4.9922,5.8286,5.8858,10.665,9.3514,9.3385+0i,3.8642,11.121,2.1437,2.0674,3.8494,4.3357,3.445,3.9826,81.634,98.633
"17",3.342,3.3761,3.3608,3.3533,3.586,3.1495,3.755,2.5708,3.3675,2.9231,3.5699,3.2827,3.3134,3.9521,56.833,3.2586,2.5396,3.5889,3.1902,3.4093,4.129,10.758,9.8647,6.407,8.006,9.6518,9.1229,8.7621,10.518,9.331,7.9236,8.6545,7.9019,9.1299,38,0.68267,11.115,11.041,5.7667,14.133,7.4748,7.1447,7.0169,6.2829,6.363,40,2.7667,3.6951,7.1223,7.2523,5.3455,5.4467,6.3008,6.0513,2.8793,2.8669,2.5152,3.7,1.9654,55,59.6,52.1,47.5,4.0218,2.4594,4.2213,3.3308,3.0788,3.0627,3.8221,3.4443,4.4093,3.5281,3.161,3.0377,3.9231,2.8634,3.0574,2.8105,2.9707,3.1271,2.9772,3.2665,2.8087,2.3743,3.0677,2.7763,3.3859,3.3442,3.5579,2.7747,3.924,2.8201,3.4134,3.5405,3.1057,3.0958,3.1041,3.0456,2.8077,2.8629,2.7598,2.4303,2.6254,2.3797,3.417,3.4532,3.0933,6.0647,4.1145,49.233,2.9667,2.9067,2.9633,3.0267,3.64,3.8933,4.1967,4.8933,0.056667,0.12,0.98667,0.30333,1,4.683,1.4647,5.882,5.6358,0.074922,4.1828,4.2274,3.2867,17.703,6.5154,5.0026,5.8492,5.9079,10.672,9.348,9.3345+0i,3.8795,11.147,2.1669,2.0439,3.8433,4.3112,3.4636,3.99,82.316,99.2
"18",3.3545,3.4021,3.3781,3.3631,3.5998,3.1792,3.7634,2.58,3.4078,2.9779,3.5974,3.3098,3.3087,3.9267,60.667,3.2682,2.5617,3.5932,3.2013,3.4163,4.1353,10.765,9.8715,6.4171,8.0248,9.6565,9.1288,8.7649,10.525,9.3376,7.9281,8.6597,7.909,9.1361,37.333,0.67833,11.122,11.05,5.7333,14.333,7.478,7.1025,7.0015,6.2785,6.3374,40.2,2.7667,3.7645,7.1912,7.402,5.6168,5.8464,6.3578,6.0898,2.8936,2.9122,2.5466,3.746,1.9879,58.533,63.133,56.967,52.6,4.0498,2.492,4.2247,3.3264,3.0798,3.0641,3.8252,3.4505,4.4084,3.5327,3.1608,3.0363,3.9255,2.8501,3.0653,2.8131,2.9736,3.1299,2.976,3.2721,2.8114,2.3783,3.0734,2.7764,3.3838,3.3425,3.5574,2.777,3.9217,2.8162,3.4119,3.5383,3.1063,3.1001,3.1083,3.0502,2.8109,2.8643,2.7652,2.4371,2.6251,2.3869,3.4188,3.4574,3.0968,6.0703,4.1111,60.267,2.9633,2.94,3.0233,3.1433,3.7567,3.9633,4.22,4.8533,0.083333,0.20333,1.0233,0.25667,0.89,4.6849,1.4646,5.8918,5.6348,0.074798,4.2438,4.2922,3.1467,17.627,6.5733,5.0117,5.868,5.9294,10.683,9.3435,9.3259+0i,3.8972,11.175,2.2776,2.0672,3.842,4.3019,3.4726,3.997,83.783,95.067
